Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,producto0,producto1,producto2,producto3,producto4,producto5,producto6,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,Productividad_especifica_global
3090,96.2627921424293,1.0185644687692585,1.2521730123531774,64.18482283094475,199.09570049738417,0.9,6,0.9320595082061903,0.9948098273900146,64.18482283094475,2.9541439085682494e-12,0.0,0.0,0.0,0.0,0.0,0.0,24.525028643630126,0.0,0.0,0.0,0.0,0.0,0.0,167.8834808664651,167.8834808664651,167.8834808664651,167.8834808664651,167.8834808664651,167.8834808664651,0.0,6.845393875210393,0.0,0.0,0.0,0.0,0.0,41.07236325126235
3091,102.03625138957928,1.0483847876178958,1.7887658901188246,67.40991259702608,177.23448153251223,0.9,6,1.074677832722027,0.9217480477294999,67.40991259702608,4.4931126473959954e-14,0.0,0.0,0.0,0.0,0.0,0.0,19.53550091249967,0.0,0.0,0.0,0.0,0.0,0.0,185.97595304870302,185.97595304870302,185.97595304870302,185.97595304870302,185.97595304870302,185.97595304870302,0.0,9.519896821775756,0.0,0.0,0.0,0.0,0.0,57.11938093065454
3092,98.84706203483675,1.206860568925121,1.6528492166185693,73.3986913965027,215.04062120772826,0.9,6,1.0046035216565017,0.9359177459995236,73.3986913965027,1.6400642802492989e-12,0.0,0.0,0.0,0.0,0.0,0.0,19.016974731044854,0.0,0.0,0.0,0.0,0.0,0.0,207.739953280185,207.739953280185,207.739953280185,207.739953280185,207.739953280185,207.739953280185,0.0,10.923922244112436,0.0,0.0,0.0,0.0,0.0,65.54353346467462
3093,85.08492074025652,1.00552560003782,1.167377362733541,57.27858119829801,137.85169605239315,0.9,6,0.9551657151439789,1.0667862286844043,57.27858119829801,9.343109084215476e-14,0.0,0.0,0.0,0.0,0.0,0.0,29.167499787475936,0.0,0.0,0.0,0.0,0.0,0.0,111.08513521539193,111.08513521539193,111.08513521539193,111.08513521539193,111.08513521539193,111.08513521539193,0.0,3.8085244201523962,0.0,0.0,0.0,0.0,0.0,22.851146520914376
3094,88.1612575053692,1.1620735465082668,2.18589551988889,74.47573255126818,156.49132922945472,0.9,6,0.973956542854727,0.924619903855982,74.47573255126818,3.1108405550502505e-13,0.0,0.0,0.0,0.0,0.0,0.0,15.14673792860464,0.0,0.0,0.0,0.0,0.0,0.0,148.35737153255212,148.35737153255212,148.35737153255212,148.35737153255212,148.35737153255212,148.35737153255212,0.0,9.794674749893108,0.0,0.0,0.0,0.0,0.0,58.76804849935866
3095,80.36193782227372,1.2923492644013856,1.2532278939935435,45.66552651064363,192.54366309427857,0.9,6,1.0439301599492283,1.094660567190897,45.66552651064363,2.75990504363999e-12,0.0,0.0,0.0,0.0,0.0,0.0,24.287018073150655,0.0,0.0,0.0,0.0,0.0,0.0,165.2584634288294,165.2584634288294,165.2584634288294,165.2584634288294,165.2584634288294,165.2584634288294,0.0,6.804394962406807,0.0,0.0,0.0,0.0,0.0,40.82636977444084
3096,98.65227076550264,1.1103281500368,1.0530503046345627,60.30109421203669,202.75733037403458,0.9,6,0.9138045086507532,0.9873611627610159,60.30109421203669,1.2318210000000266e-13,0.0,0.0,0.0,0.0,0.0,0.0,32.12046257184084,0.0,0.0,0.0,0.0,0.0,0.0,168.88704223052991,168.88704223052991,168.88704223052991,168.88704223052991,168.88704223052991,168.88704223052991,0.0,5.257926838780607,0.0,0.0,0.0,0.0,0.0,31.547561032683642
3097,102.83633522401252,0.7996213370357713,2.228693870615261,60.4659214248482,209.01474422671117,0.9,6,0.9025310388676665,1.0887819775934933,60.4659214248482,7.868294088996027e-14,0.0,0.0,0.0,0.0,0.0,0.0,15.379155657150362,0.0,0.0,0.0,0.0,0.0,0.0,155.9339411516436,155.9339411516436,155.9339411516436,155.9339411516436,155.9339411516436,155.9339411516436,0.0,10.139304434385116,0.0,0.0,0.0,0.0,0.0,60.8358266063107
3098,108.59069050636191,1.073601039418687,1.5074709927103773,50.2900584298349,178.31777019293787,0.9,6,1.0026580288820353,1.0285813439414444,50.2900584298349,1.3978923339131865e-14,0.0,0.0,0.0,0.0,0.0,0.0,23.76100983746218,0.0,0.0,0.0,0.0,0.0,0.0,156.44126789433804,156.44126789433804,156.44126789433804,156.44126789433804,156.44126789433804,156.44126789433804,0.0,6.583948618534259,0.0,0.0,0.0,0.0,0.0,39.50369171120555
3099,112.49230352744394,0.8060634352866538,1.4770414510281034,52.64199227607208,220.51295964825874,0.9,6,1.0746566752696223,1.0531517788516456,52.64199227607208,2.7005115929141305e-16,0.0,0.0,0.0,0.0,0.0,0.0,26.95349840030957,0.0,0.0,0.0,0.0,0.0,0.0,202.5141636232851,202.5141636232851,202.5141636232851,202.5141636232851,202.5141636232851,202.5141636232851,0.0,7.513464879978591,0.0,0.0,0.0,0.0,0.0,45.08078927987155
3100,93.84995305437491,0.7842161629173215,0.13838694113807393,71.57398366099983,199.80338879228745,0.9,6,0.9128131787147838,1.000823766313845,71.57398366099983,1.707744190660744,2.9161173606284542e-18,0.0,0.0,0.0,0.0,0.0,26.993575460605616,295.6308708744557,0.0,0.0,0.0,0.0,0.0,164.00974409499852,328.01948818999705,328.01948818999705,328.01948818999705,328.01948818999705,328.01948818999705,0.0,6.075880697403503,1.016722359127531,0.0,0.0,0.0,0.0,5.59197297520142
3101,93.85104315369594,0.9112485859961527,0.4764490312476713,54.73004195581659,186.11685818766756,0.9,6,0.9695546419939272,1.0297822487275556,54.73004195581659,3.9565467701133047e-10,0.0,0.0,0.0,0.0,0.0,0.0,53.8418391101259,0.0,0.0,0.0,0.0,0.0,0.0,157.70850354911047,157.70850354911047,157.70850354911047,157.70850354911047,157.70850354911047,157.70850354911047,0.0,2.929106920485014,0.0,0.0,0.0,0.0,0.0,17.574641522910085
3102,99.79355049351717,1.1322531328143701,2.387372526804826,54.9195514126811,199.49732757235435,0.9,6,0.9956638559663472,0.907166867754608,54.9195514126811,4.753390685585409e-16,0.0,0.0,0.0,0.0,0.0,0.0,16.45674157162353,0.0,0.0,0.0,0.0,0.0,0.0,197.06302879600133,197.06302879600133,197.06302879600133,197.06302879600133,197.06302879600133,197.06302879600133,0.0,11.974607970741815,0.0,0.0,0.0,0.0,0.0,71.8476478244509
3103,95.7851063710996,1.213247458069694,0.7261305143322944,59.70734342167296,193.72983898236035,0.9,6,0.9211747848666778,1.0185257720645682,59.70734342167296,5.5182216555139175e-11,0.0,0.0,0.0,0.0,0.0,0.0,38.16095708649574,0.0,0.0,0.0,0.0,0.0,0.0,157.69177656308423,157.69177656308423,157.69177656308423,157.69177656308423,157.69177656308423,157.69177656308423,0.0,4.132280440599526,0.0,0.0,0.0,0.0,0.0,24.793682643597155
3104,107.75222400474124,1.2469247099375365,0.8323258935804672,51.15436165060535,219.94663167946362,0.9,6,1.0189207611669617,0.9669291215936829,51.15436165060535,1.4922160193069843e-13,0.0,0.0,0.0,0.0,0.0,0.0,40.210441548459706,0.0,0.0,0.0,0.0,0.0,0.0,208.59581734162478,208.59581734162478,208.59581734162478,208.59581734162478,208.59581734162478,208.59581734162478,0.0,5.18760325201192,0.0,0.0,0.0,0.0,0.0,31.12561951207152
3105,89.86763888785461,0.8965600785419373,2.017971930383038,62.3798173763481,196.05527581454746,0.9,6,1.039780969765825,0.9612018407956286,62.3798173763481,1.0593323963911947e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.994201824015487,0.0,0.0,0.0,0.0,0.0,0.0,190.87467641642823,190.87467641642823,190.87467641642823,190.87467641642823,190.87467641642823,190.87467641642823,0.0,10.60756560825512,0.0,0.0,0.0,0.0,0.0,63.645393649530725
3106,90.36122117732384,0.9433835796639642,0.5213116115188897,59.898417016874994,158.5712070202815,0.9,6,1.0505075364243788,0.9259646952450973,59.898417016874994,5.285151295500354e-13,0.0,0.0,0.0,0.0,0.0,0.0,62.07679692009103,0.0,0.0,0.0,0.0,0.0,0.0,161.9092218106231,161.9092218106231,161.9092218106231,161.9092218106231,161.9092218106231,161.9092218106231,0.0,2.6082083780682557,0.0,0.0,0.0,0.0,0.0,15.649250268409533
3107,97.1668904488394,0.8574689112411764,2.099363004206147,46.46395462509746,151.93683808086658,0.9,6,0.972012246029373,0.9862963144052583,46.46395462509746,1.4741667283732255e-15,0.0,0.0,0.0,0.0,0.0,0.0,18.095660569990436,0.0,0.0,0.0,0.0,0.0,0.0,134.76276710409783,134.76276710409783,134.76276710409783,134.76276710409783,134.76276710409783,134.76276710409783,0.0,7.447242203889828,0.0,0.0,0.0,0.0,0.0,44.68345322333897
3108,90.12267993145993,1.015938866157542,1.9212716041470757,73.18839725109173,173.1052372113711,0.9,6,0.9188712977863476,0.9943876032476964,73.18839725109173,3.6012441613169885e-15,0.0,0.0,0.0,0.0,0.0,0.0,19.54462545984684,0.0,0.0,0.0,0.0,0.0,0.0,143.96326955955055,143.96326955955055,143.96326955955055,143.96326955955055,143.96326955955055,143.96326955955055,0.0,7.365875076773086,0.0,0.0,0.0,0.0,0.0,44.19525046063851
3109,98.57388992889906,1.0551715009637812,1.7891868874052288,47.36073797743189,174.7144935314349,0.9,6,0.9841988888419329,1.064943380039455,47.36073797743189,9.846439280702461e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.18205047575681,0.0,0.0,0.0,0.0,0.0,0.0,145.32080508605418,145.32080508605418,145.32080508605418,145.32080508605418,145.32080508605418,145.32080508605418,0.0,7.200497554032838,0.0,0.0,0.0,0.0,0.0,43.20298532419702
3110,89.10332783517896,0.8142497589878839,1.3971026584239095,47.96854758690427,163.7638239184747,0.9,6,1.0497999932726354,0.932918881782715,47.96854758690427,4.166699001607322e-14,0.0,0.0,0.0,0.0,0.0,0.0,24.8225228936071,0.0,0.0,0.0,0.0,0.0,0.0,165.8529354958019,165.8529354958019,165.8529354958019,165.8529354958019,165.8529354958019,165.8529354958019,0.0,6.681550308430428,0.0,0.0,0.0,0.0,0.0,40.089301850582565
3111,91.59870331657802,0.9447117229014881,2.4264616940614765,57.115856930176584,173.52730656789842,0.9,6,0.9031482014533456,1.047085588013397,57.115856930176584,6.818454975201652e-17,0.0,0.0,0.0,0.0,0.0,0.0,17.008055623380415,0.0,0.0,0.0,0.0,0.0,0.0,134.7060727045859,134.7060727045859,134.7060727045859,134.7060727045859,134.7060727045859,134.7060727045859,0.0,7.920133593601957,0.0,0.0,0.0,0.0,0.0,47.52080156161175
3112,95.80187360992579,1.0127572683061574,1.562865041795532,59.52947960957132,182.20017466372187,0.9,6,1.0504882443670245,1.0498434622824273,59.52947960957132,4.180124568940691e-14,0.0,0.0,0.0,0.0,0.0,0.0,22.325870095624023,0.0,0.0,0.0,0.0,0.0,0.0,164.08086884759933,164.08086884759933,164.08086884759933,164.08086884759933,164.08086884759933,164.08086884759933,0.0,7.349360546524006,0.0,0.0,0.0,0.0,0.0,44.09616327914403
3113,119.03153077459571,0.9147145555300892,2.4544528769120713,65.05107579883028,205.85241975324868,0.9,6,1.0446717755705293,1.001417856625366,65.05107579883028,2.2673266456168217e-15,0.0,0.0,0.0,0.0,0.0,0.0,15.439427680975106,0.0,0.0,0.0,0.0,0.0,0.0,193.26936331694537,193.26936331694537,193.26936331694537,193.26936331694537,193.26936331694537,193.26936331694537,0.0,12.517909815730883,0.0,0.0,0.0,0.0,0.0,75.10745889438529
3114,110.1529940350127,0.7779090812796092,0.7047005659719637,72.07659912743709,196.40171656025535,0.9,6,1.0995240363932508,0.9047744557152245,72.07659912743709,2.235572276345149e-12,0.0,0.0,0.0,0.0,0.0,0.0,44.13825502744155,0.0,0.0,0.0,0.0,0.0,0.0,214.8088577263922,214.8088577263922,214.8088577263922,214.8088577263922,214.8088577263922,214.8088577263922,0.0,4.866727458818697,0.0,0.0,0.0,0.0,0.0,29.200364752912186
3115,106.91768479172563,1.0405508883919357,0.19050513372319014,66.42441943769713,203.97141992384869,0.9,6,1.063855415844639,1.0270894083599755,66.42441943769713,2.1331099247044758e-14,1.8223426000722557e-16,0.0,0.0,0.0,0.0,0.0,187.26358908429384,25.0,0.0,0.0,0.0,0.0,0.0,190.1455590891548,380.2911181783096,380.2911181783096,380.2911181783096,380.2911181783096,380.2911181783096,0.0,1.0153899111885742,1.7915984546331631,0.0,0.0,0.0,0.0,9.853791500482396
3116,85.94040073096775,0.9260737640490628,2.4653899577429703,60.98560805430111,177.40932940885426,0.9,6,0.9965826299257485,0.9674064710507309,60.98560805430111,6.899304326471374e-16,0.0,0.0,0.0,0.0,0.0,0.0,15.827345562062039,0.0,0.0,0.0,0.0,0.0,0.0,164.48385991800035,164.48385991800035,164.48385991800035,164.48385991800035,164.48385991800035,164.48385991800035,0.0,10.392384450887723,0.0,0.0,0.0,0.0,0.0,62.35430670532634
3117,112.2291986885217,0.8079667331219937,2.134020778130844,59.1843491282617,198.98248186922189,0.9,6,1.0571871238773256,0.9429241052991981,59.1843491282617,7.472051021263112e-15,0.0,0.0,0.0,0.0,0.0,0.0,17.154595857238306,0.0,0.0,0.0,0.0,0.0,0.0,200.78556150422162,200.78556150422162,200.78556150422162,200.78556150422162,200.78556150422162,200.78556150422162,0.0,11.704476349963151,0.0,0.0,0.0,0.0,0.0,70.22685809977891
3118,105.9621729492128,0.8892504411536819,0.1456164608244738,41.03356994578185,215.22123499599041,0.9,6,1.09667928470803,0.904270770998,41.03356994578185,4.390514081799396e-11,7.933840561439174e-16,0.0,0.0,0.0,0.0,0.0,189.28753009500548,75.0,0.0,0.0,0.0,0.0,0.0,234.9139327040277,469.8278654080554,469.8278654080554,469.8278654080554,469.8278654080554,469.8278654080554,0.0,1.2410428335459913,1.7777148442802533,0.0,0.0,0.0,0.0,9.777431643541393
3119,59.690150164847935,0.7639335246716927,0.8584326233998646,66.5163387404225,191.23837283137874,0.9,6,1.078294183185909,0.9736279306379171,66.5163387404225,5.805066788439374e-12,0.0,0.0,0.0,0.0,0.0,0.0,35.028651974165165,0.0,0.0,0.0,0.0,0.0,0.0,190.61706909107937,190.61706909107937,190.61706909107937,190.61706909107937,190.61706909107937,190.61706909107937,0.0,5.441747208304391,0.0,0.0,0.0,0.0,0.0,32.65048324982635
3120,92.62531091038863,1.0084772455268611,0.9139361581432588,66.98872220329419,202.7646638775675,0.9,6,1.038315029997442,1.0446384739536823,66.98872220329419,2.8561597696142707e-12,0.0,0.0,0.0,0.0,0.0,0.0,33.68513997051773,0.0,0.0,0.0,0.0,0.0,0.0,181.3835532341433,181.3835532341433,181.3835532341433,181.3835532341433,181.3835532341433,181.3835532341433,0.0,5.384675657957656,0.0,0.0,0.0,0.0,0.0,32.30805394774594
3121,88.03381237415823,0.9546178175272197,1.851733561395937,66.77101976334606,186.03729897529684,0.9,6,0.9216698550632465,1.0756774327642775,66.77101976334606,3.0188793519034373e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.324284574762068,0.0,0.0,0.0,0.0,0.0,0.0,143.4616629894892,143.4616629894892,143.4616629894892,143.4616629894892,143.4616629894892,143.4616629894892,0.0,7.058632861676937,0.0,0.0,0.0,0.0,0.0,42.35179717006163
3122,87.07117955339483,0.7441884462863149,1.3220027961566374,54.8771543451368,173.70804635445378,0.9,6,0.9704449386464209,0.9048411795190439,54.8771543451368,1.1558598312789407e-14,0.0,0.0,0.0,0.0,0.0,0.0,27.30436276454127,0.0,0.0,0.0,0.0,0.0,0.0,167.67217096462912,167.67217096462912,167.67217096462912,167.67217096462912,167.67217096462912,167.67217096462912,0.0,6.140856404910357,0.0,0.0,0.0,0.0,0.0,36.84513842946214
3123,112.0354800258936,1.2897574433706716,0.44990774564681124,62.085055115784705,201.44819408424522,0.9,6,1.054494012144,1.047173364939464,62.085055115784705,1.20668608366813e-13,0.0,0.0,0.0,0.0,0.0,0.0,75.2915103369937,0.0,0.0,0.0,0.0,0.0,0.0,182.5708420192727,182.5708420192727,182.5708420192727,182.5708420192727,182.5708420192727,182.5708420192727,0.0,2.4248529641936063,0.0,0.0,0.0,0.0,0.0,14.549117785161636
3124,92.1354913078751,0.8283483776174522,2.4309025472065726,75.2848198509437,224.69202719994934,0.9,6,0.9115369666063428,0.9747258879210923,75.2848198509437,2.1848257636029208e-16,0.0,0.0,0.0,0.0,0.0,0.0,16.611568394576672,0.0,0.0,0.0,0.0,0.0,0.0,189.113249467677,189.113249467677,189.113249467677,189.113249467677,189.113249467677,189.113249467677,0.0,11.384430715730522,0.0,0.0,0.0,0.0,0.0,68.30658429438311
3125,102.12880145486022,0.7725184120099818,0.20665623800463487,62.34191348764771,184.47402715599077,0.9,6,0.9645364757855006,0.9328105278748364,62.34191348764771,8.566943207216963e-13,1.5907469588007396e-19,0.0,0.0,0.0,0.0,0.0,154.45132216499897,75.0,0.0,0.0,0.0,0.0,0.0,171.67337893273168,343.34675786546336,343.34675786546336,343.34675786546336,343.34675786546336,343.34675786546336,0.0,1.111504754548715,1.4963816927520772,0.0,0.0,0.0,0.0,8.230099310136424
3126,108.66839200221298,0.745090069584517,2.356316418812153,54.81220997810468,176.5588167458501,0.9,6,1.0282248896996067,0.9641639259055897,54.81220997810468,1.0057016524836433e-13,0.0,0.0,0.0,0.0,0.0,0.0,14.400372317313051,0.0,0.0,0.0,0.0,0.0,0.0,169.46076128406628,169.46076128406628,169.46076128406628,169.46076128406628,169.46076128406628,169.46076128406628,0.0,11.767804161586133,0.0,0.0,0.0,0.0,0.0,70.60682496951681
3127,81.25189149628746,1.078612677395299,1.086360560604896,58.182765618755205,170.27842265996946,0.9,6,1.0658640685325471,1.025115137827614,58.182765618755205,1.1285987914651425e-13,0.0,0.0,0.0,0.0,0.0,0.0,31.18321832470551,0.0,0.0,0.0,0.0,0.0,0.0,159.3423812566527,159.3423812566527,159.3423812566527,159.3423812566527,159.3423812566527,159.3423812566527,0.0,5.109876074927475,0.0,0.0,0.0,0.0,0.0,30.65925644956485
3128,103.93689809192506,0.7402572250437801,1.7452946047596252,57.04584151107278,184.1172294210301,0.9,6,0.9366725776735518,1.0497762812864793,57.04584151107278,3.813290782550257e-17,0.0,0.0,0.0,0.0,0.0,0.0,23.978363944755916,0.0,0.0,0.0,0.0,0.0,0.0,147.85226781663349,147.85226781663349,147.85226781663349,147.85226781663349,147.85226781663349,147.85226781663349,0.0,6.166069885221209,0.0,0.0,0.0,0.0,0.0,36.99641931132725
3129,91.3951665874036,0.7319016989194612,2.2764376168756475,59.58602494685596,207.5363256350103,0.9,6,1.0462056594434963,1.0363318928239558,59.58602494685596,1.3869402341870665e-13,0.0,0.0,0.0,0.0,0.0,0.0,14.801164316801701,0.0,0.0,0.0,0.0,0.0,0.0,188.56228581851224,188.56228581851224,188.56228581851224,188.56228581851224,188.56228581851224,188.56228581851224,0.0,12.739692755418147,0.0,0.0,0.0,0.0,0.0,76.43815653250888
3130,94.37592798923227,0.8301762684263408,0.17344586540875362,60.12398794064451,191.28840039241922,0.9,6,0.9311324317600606,1.005534035574402,60.12398794064451,5.965978679810015e-13,7.807592543352203e-15,0.0,0.0,0.0,0.0,0.0,185.90205028041456,25.0,0.0,0.0,0.0,0.0,0.0,159.42110799941753,318.84221599883506,318.84221599883506,318.84221599883506,318.84221599883506,318.84221599883506,0.0,0.8575543290617119,1.5118023536276848,0.0,0.0,0.0,0.0,8.314912944952265
3131,98.34783217685329,0.9020124138070993,0.34924803624338246,60.00563316656886,209.0133270724782,0.9,6,1.010387621657992,0.9920209036650303,60.00563316656886,5.3399637291889874e-11,5.640254210393654e-12,1.5971022081444487e-16,0.0,0.0,0.0,0.0,79.44971116991496,6.4363277187644155,29.98464573945977,0.0,0.0,0.0,0.0,191.5947838294798,383.1895676589596,574.7843514884394,574.7843514884394,574.7843514884394,574.7843514884394,0.0,2.4115227230936815,4.4616048500691505,4.9605674923996546,0.0,0.0,0.0,24.802837461998273
3132,87.0618401926178,1.025100550153708,0.07952630669857182,73.03473124815226,148.6629217862871,0.9,6,0.9116353389722953,0.9406904148570647,73.03473124815226,47.10286006328635,21.17098887842019,5.030123410977936e-14,3.4911127890527675e-16,0.0,0.0,0.0,5.515173460773511,10.05581624778175,423.424398496432,62.5,0.0,0.0,0.0,129.66405722786266,259.3281144557253,388.99217168358797,518.6562289114506,518.6562289114506,518.6562289114506,0.0,23.510422319459938,16.654568483417666,0.886096260086335,1.0342193390210177,0.0,0.0,4.6539870255945806
3133,98.11375699025653,0.9805826027925861,2.3863586614781003,59.72641628057292,175.50546945322446,0.9,6,0.9016145756172037,1.0145375392658704,59.72641628057292,6.22261285176427e-16,0.0,0.0,0.0,0.0,0.0,0.0,16.386030580500215,0.0,0.0,0.0,0.0,0.0,0.0,140.37377121270734,140.37377121270734,140.37377121270734,140.37377121270734,140.37377121270734,140.37377121270734,0.0,8.566673333305971,0.0,0.0,0.0,0.0,0.0,51.40003999983582
3134,117.4550678416403,1.1151662724775249,0.820078582621679,53.83701023675046,194.1796836857373,0.9,6,0.9860144946088147,0.9863890528584389,53.83701023675046,7.332739183615483e-13,0.0,0.0,0.0,0.0,0.0,0.0,38.931901037017035,0.0,0.0,0.0,0.0,0.0,0.0,174.69535362955074,174.69535362955074,174.69535362955074,174.69535362955074,174.69535362955074,174.69535362955074,0.0,4.487203269715696,0.0,0.0,0.0,0.0,0.0,26.923219618294176
3135,104.90922779232834,1.0481267153291198,1.6217831441758026,57.122231569858975,166.38825986357543,0.9,6,1.0889648889051577,0.9553573351773645,57.122231569858975,4.4138195974033e-15,0.0,0.0,0.0,0.0,0.0,0.0,22.875579560102548,0.0,0.0,0.0,0.0,0.0,0.0,170.69202236819598,170.69202236819598,170.69202236819598,170.69202236819598,170.69202236819598,170.69202236819598,0.0,7.461757282246133,0.0,0.0,0.0,0.0,0.0,44.770543693476796
3136,109.47066697357941,1.069272718162386,0.33590715901241647,63.622318045076256,179.613963561027,0.9,6,0.9426993029677101,1.0803569818020993,63.622318045076256,2.329825773149785e-12,1.4689224861771953e-16,0.0,0.0,0.0,0.0,0.0,92.10340154412852,28.792493617309095,0.0,0.0,0.0,0.0,0.0,141.05500773719066,282.1100154743813,282.1100154743813,282.1100154743813,282.1100154743813,282.1100154743813,0.0,1.5314853238032526,2.3334954019544454,0.0,0.0,0.0,0.0,12.834224710749448
3137,101.11026134471973,0.79727518443978,1.6406873193306228,43.7536631693536,223.03980824008892,0.9,6,0.9966166382387273,0.9316333050931611,43.7536631693536,1.0874346546463526e-15,0.0,0.0,0.0,0.0,0.0,0.0,23.303361883054777,0.0,0.0,0.0,0.0,0.0,0.0,214.73756294433656,214.73756294433656,214.73756294433656,214.73756294433656,214.73756294433656,214.73756294433656,0.0,9.214874833166654,0.0,0.0,0.0,0.0,0.0,55.28924899899992
3138,94.2482594054227,0.7118317400120187,0.5468855565889831,45.94768951599921,154.9447250831482,0.9,6,0.9860947272674816,0.9022352469676842,45.94768951599921,5.999328578148103e-14,0.0,0.0,0.0,0.0,0.0,0.0,62.66767680119807,0.0,0.0,0.0,0.0,0.0,0.0,152.41164567924164,152.41164567924164,152.41164567924164,152.41164567924164,152.41164567924164,152.41164567924164,0.0,2.432061526115611,0.0,0.0,0.0,0.0,0.0,14.592369156693668
3139,104.39434244791619,0.7167451803678205,2.2941363461303417,51.37642483661191,192.00117460457784,0.9,6,0.9485163351132334,0.9134008051026618,51.37642483661191,4.371367913529875e-15,0.0,0.0,0.0,0.0,0.0,0.0,16.129328965118667,0.0,0.0,0.0,0.0,0.0,0.0,179.44436277085515,179.44436277085515,179.44436277085515,179.44436277085515,179.44436277085515,179.44436277085515,0.0,11.125345831740555,0.0,0.0,0.0,0.0,0.0,66.75207499044333
3140,91.33837349458814,0.8817031317296571,2.064006268708561,58.890867583565395,173.41945633808774,0.9,6,1.0712209233439647,0.9183223321220363,58.890867583565395,9.060932429201075e-15,0.0,0.0,0.0,0.0,0.0,0.0,17.640687891381265,0.0,0.0,0.0,0.0,0.0,0.0,182.06406321788853,182.06406321788853,182.06406321788853,182.06406321788853,182.06406321788853,182.06406321788853,0.0,10.32068955240911,0.0,0.0,0.0,0.0,0.0,61.92413731445467
3141,95.74058569629142,1.2323449709340006,0.6240305588485653,39.16599981859267,160.93373073603652,0.9,6,1.0928245546651885,1.0763482116638776,39.16599981859267,6.295871202793523e-11,0.0,0.0,0.0,0.0,0.0,0.0,43.51766208050592,0.0,0.0,0.0,0.0,0.0,0.0,147.05752064688167,147.05752064688167,147.05752064688167,147.05752064688167,147.05752064688167,147.05752064688167,0.0,3.3792605948093257,0.0,0.0,0.0,0.0,0.0,20.275563568855954
3142,73.96637711222958,1.20790064001846,2.47825308764756,62.54579511692954,186.12976978152494,0.9,6,1.0878708244970483,0.9641736357903135,62.54579511692954,8.939731385343272e-16,0.0,0.0,0.0,0.0,0.0,0.0,15.650845004161454,0.0,0.0,0.0,0.0,0.0,0.0,189.00810470173286,189.00810470173286,189.00810470173286,189.00810470173286,189.00810470173286,189.00810470173286,0.0,12.076543129235315,0.0,0.0,0.0,0.0,0.0,72.4592587754119
3143,97.70874773811869,1.1887143283719164,1.6728542331513492,85.18508413805193,174.63615751692072,0.9,6,1.0597810181308398,1.041422473160596,85.18508413805193,3.4334768588423634e-13,0.0,0.0,0.0,0.0,0.0,0.0,19.81335760913876,0.0,0.0,0.0,0.0,0.0,0.0,159.9432320954723,159.9432320954723,159.9432320954723,159.9432320954723,159.9432320954723,159.9432320954723,0.0,8.07249509400162,0.0,0.0,0.0,0.0,0.0,48.43497056400972
3144,92.38152615711238,0.9376398401102889,0.6416305493723377,62.01927554117714,184.76364669274116,0.9,6,0.9763348377682106,1.0709904130471615,62.01927554117714,1.200960767246633e-11,0.0,0.0,0.0,0.0,0.0,0.0,45.622452684488,0.0,0.0,0.0,0.0,0.0,0.0,151.59058805706522,151.59058805706522,151.59058805706522,151.59058805706522,151.59058805706522,151.59058805706522,0.0,3.3227189494923235,0.0,0.0,0.0,0.0,0.0,19.936313696953942
3145,92.15777667285155,0.8822858002341462,1.9637682934055491,43.41944793702946,228.80450392339557,0.9,6,0.9530856568167911,1.0748477439661812,43.41944793702946,3.2442037872791923e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.73642486984283,0.0,0.0,0.0,0.0,0.0,0.0,182.59633786810812,182.59633786810812,182.59633786810812,182.59633786810812,182.59633786810812,182.59633786810812,0.0,10.294991195129517,0.0,0.0,0.0,0.0,0.0,61.76994717077711
3146,117.71043408811772,1.0762453660450095,1.0758944688628413,61.28132903609454,205.85286419476986,0.9,6,0.9105382160371625,1.0855159975677031,61.28132903609454,7.1841268217016534e-12,0.0,0.0,0.0,0.0,0.0,0.0,27.6742963241763,0.0,0.0,0.0,0.0,0.0,0.0,155.40370674870698,155.40370674870698,155.40370674870698,155.40370674870698,155.40370674870698,155.40370674870698,0.0,5.615452871079729,0.0,0.0,0.0,0.0,0.0,33.69271722647837
3147,98.57805495233401,1.1707745152087847,2.1410004996937038,41.49236804476284,185.09077790127662,0.9,6,1.0525090180635828,0.9190596486495958,41.49236804476284,3.561613627805233e-14,0.0,0.0,0.0,0.0,0.0,0.0,16.203399815301818,0.0,0.0,0.0,0.0,0.0,0.0,190.7697088746784,190.7697088746784,190.7697088746784,190.7697088746784,190.7697088746784,190.7697088746784,0.0,11.773437121172767,0.0,0.0,0.0,0.0,0.0,70.64062272703661
