Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,Productividad_especifica_global
20,97.52559226023344,1.281916914821898,0.8608771216339524,68.57298176121911,185.01901392054282,0.9,7,0.9158805893423727,1.0368671127307285,68.57298176121911,1.5592163648505006e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14215199435536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.08711394705855,147.08711394705855,147.08711394705855,147.08711394705855,147.08711394705855,147.08711394705855,147.08711394705855,0.0,4.723087665030942,0.0,0.0,0.0,0.0,0.0,0.0,33.0616136552166
21,102.6012202703431,1.038045037983911,0.21321820950039688,53.2226386399948,183.14989264239622,0.9,7,1.0610565977704236,1.0926700562202378,53.2226386399948,1.9371839631249037e-14,9.379583833528917e-17,0.0,0.0,0.0,0.0,0.0,0.0,166.72797260730226,25.0,0.0,0.0,0.0,0.0,0.0,0.0,160.06585041531582,320.13170083063164,320.13170083063164,320.13170083063164,320.13170083063164,320.13170083063164,320.13170083063164,0.0,0.9600419648376708,1.669718280943419,0.0,0.0,0.0,0.0,0.0,10.853168826132222
22,100.46412435553299,0.8366485236028233,0.449653304267877,59.025304359229494,177.01965404053908,0.9,7,0.973375431430747,0.9455247554022792,59.025304359229494,9.071306790302897e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3731076830905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0104323287762,164.0104323287762,164.0104323287762,164.0104323287762,164.0104323287762,164.0104323287762,164.0104323287762,0.0,2.961914893190304,0.0,0.0,0.0,0.0,0.0,0.0,20.73340425233213
23,95.52726211694566,1.1539279597104906,1.545091644923057,66.532790820776,181.97548551121912,0.9,7,1.075744330479532,0.9605605115180255,66.532790820776,2.553744185337122e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.993089438012582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.4170622567307,183.4170622567307,183.4170622567307,183.4170622567307,183.4170622567307,183.4170622567307,183.4170622567307,0.0,9.174022995565778,0.0,0.0,0.0,0.0,0.0,0.0,64.21816096896045
24,114.06513000470838,1.2790624075283041,1.5645513305476575,57.01274002934512,213.32653168126663,0.9,7,1.087374617587146,1.0687956091517394,57.01274002934512,6.473827664232193e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.938056005435143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.33133223946382,195.33133223946382,195.33133223946382,195.33133223946382,195.33133223946382,195.33133223946382,195.33133223946382,0.0,7.832660741354185,0.0,0.0,0.0,0.0,0.0,0.0,54.8286251894793
25,106.97076733998536,1.2073084250043014,0.23650904520844876,66.34721918402975,189.05774463309413,0.9,7,1.092430800986643,1.0395299590877263,66.34721918402975,2.110905014849972e-12,4.1771079364260414e-20,0.0,0.0,0.0,0.0,0.0,0.0,131.40641688608042,75.0,0.0,0.0,0.0,0.0,0.0,0.0,178.81086681249454,357.6217336249891,357.6217336249891,357.6217336249891,357.6217336249891,357.6217336249891,357.6217336249891,0.0,1.360746842123473,1.7326095720287962,0.0,0.0,0.0,0.0,0.0,11.261962218187174
26,100.41268540546605,1.1681545212173432,2.362151135877597,76.96759031009803,177.63636536665837,0.9,7,0.9788547695423984,0.9317652677584143,76.96759031009803,1.8558156974402482e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.22394179416279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.9523679944374,167.9523679944374,167.9523679944374,167.9523679944374,167.9523679944374,167.9523679944374,167.9523679944374,0.0,11.03212100159462,0.0,0.0,0.0,0.0,0.0,0.0,77.22484701116234
27,105.19627183243865,0.7421792958143889,1.9078056133822694,49.85947563727893,184.55120108883588,0.9,7,1.045540786688603,0.9295101707183303,49.85947563727893,4.994407906304235e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.309968389882293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.82982999472478,186.82982999472478,186.82982999472478,186.82982999472478,186.82982999472478,186.82982999472478,186.82982999472478,0.0,9.67530480747015,0.0,0.0,0.0,0.0,0.0,0.0,67.72713365229106
28,71.10831815451618,0.9285492984950527,0.02300212052131461,62.83353692799819,116.18133439112108,0.9,7,0.9225729738145987,0.9678210330884771,62.83353692799819,56.187276479432796,49.54101603086742,42.894755582302025,36.24849513373663,29.602234685171236,22.95597423660584,16.309713788040444,0.0,4.860361645339652,5.472947628212439,6.262525320567869,7.318964524138946,8.805623468419586,11.054269384183193,14.860253836395266,0.0,99.6746092054082,199.3492184108164,299.0238276162246,398.6984368216328,498.373046027041,598.0476552324492,697.7222644378573,0.0,20.507652820645763,19.291904764821755,18.018004814423204,16.67161973011211,15.231253346646698,13.66195005165394,11.899427122033833,47.59770848813533
29,82.27563766526991,0.9878957812202469,0.5890939889835302,72.96080494811734,171.07444466314254,0.9,7,0.9289579079681621,1.021732517092387,72.96080494811734,1.2016120368433643e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96604095865358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.98660119578665,139.98660119578665,139.98660119578665,139.98660119578665,139.98660119578665,139.98660119578665,139.98660119578665,0.0,2.801634840583512,0.0,0.0,0.0,0.0,0.0,0.0,19.611443884084583
30,104.29504227678883,1.1463257496872457,0.19306151803039928,60.40329120336335,181.9515400351,0.9,7,0.9882343838146102,0.9227413182858999,60.40329120336335,9.104838050699576e-14,7.296816531008565e-16,0.0,0.0,0.0,0.0,0.0,0.0,176.7748918453702,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.37926181332531,350.75852362665063,350.75852362665063,350.75852362665063,350.75852362665063,350.75852362665063,350.75852362665063,0.0,0.992105043779262,1.7383655638158078,0.0,0.0,0.0,0.0,0.0,11.299376164802752
31,87.70715354901532,0.971244566678045,1.1316362472692003,69.5865618949122,179.15456368452217,0.9,7,1.0511109754089318,0.9030574828836216,69.5865618949122,9.486438317336513e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.212523702110563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.67376227688143,187.67376227688143,187.67376227688143,187.67376227688143,187.67376227688143,187.67376227688143,187.67376227688143,0.0,6.652143716687127,0.0,0.0,0.0,0.0,0.0,0.0,46.56500601680989
32,114.34884626646127,1.0715113435145582,2.2042770586856903,60.608649175921705,153.77623490827645,0.9,7,0.9472768165471064,1.0457659665181507,60.608649175921705,1.7342672943059244e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23663584122172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.36437428209756,125.36437428209756,125.36437428209756,125.36437428209756,125.36437428209756,125.36437428209756,125.36437428209756,0.0,7.721080617194193,0.0,0.0,0.0,0.0,0.0,0.0,54.04756432035935
33,78.94064334677874,1.2300321591308854,0.31277310710825523,64.85862979001325,135.34426551546088,0.9,7,0.9205199587959012,0.9342181485315093,64.85862979001325,9.967231386706287e-15,1.9981547009617505e-16,0.0,0.0,0.0,0.0,0.0,0.0,116.41564665056752,12.5,0.0,0.0,0.0,0.0,0.0,0.0,120.02377401921811,240.04754803843622,240.04754803843622,240.04754803843622,240.04754803843622,240.04754803843622,240.04754803843622,0.0,1.030993491617847,1.8620513046728722,0.0,0.0,0.0,0.0,0.0,12.103333480373669
34,80.53429077013676,1.2506475796565977,0.20666986957721775,59.49147647487208,177.2227858520655,0.9,7,0.9351937803862372,1.0453633262507118,59.49147647487208,2.4904454394107787,4.191663641206038e-17,0.0,0.0,0.0,0.0,0.0,0.0,15.354785244948541,186.88408978134837,0.0,0.0,0.0,0.0,0.0,0.0,142.69094640942285,285.3818928188457,285.3818928188457,285.3818928188457,285.3818928188457,285.3818928188457,285.3818928188457,0.0,9.292930127848301,1.411112936529823,0.0,0.0,0.0,0.0,0.0,9.172234087443849
35,102.4410771228845,1.2782509194823575,1.8211506390247114,68.06072258281185,220.200415046375,0.9,7,0.9393905853333115,0.9632559022673319,68.06072258281185,6.143690379395453e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.021581875147703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.2703206538773,193.2703206538773,193.2703206538773,193.2703206538773,193.2703206538773,193.2703206538773,193.2703206538773,0.0,10.160580856126959,0.0,0.0,0.0,0.0,0.0,0.0,71.1240659928887
36,85.4009198748338,1.1948401468646905,2.4464293067762495,51.759732737288104,183.18932024356795,0.9,7,0.973987782807617,0.9651587670952951,51.759732737288104,1.5391553670610484e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.613776039451842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.37857868249094,166.37857868249094,166.37857868249094,166.37857868249094,166.37857868249094,166.37857868249094,166.37857868249094,0.0,11.385050532684346,0.0,0.0,0.0,0.0,0.0,0.0,79.69535372879042
37,85.69493341351937,0.8403342154463587,0.36697077385841,75.90572973666508,162.73492553903918,0.9,7,0.9588026986796003,0.9303178935186558,75.90572973666508,2.175981206267567e-11,8.66026266252799e-12,8.554165400973213e-13,3.2269333314853568e-15,0.0,0.0,0.0,0.0,78.69958743390477,2.5106079232893226,6.308163932512082,15.20572393210491,0.0,0.0,0.0,0.0,150.9458413913793,301.8916827827586,452.8375241741379,603.7833655655172,603.7833655655172,603.7833655655172,603.7833655655172,0.0,1.9180004154170438,3.717411113899201,5.174200337498788,5.877719680026482,0.0,0.0,0.0,32.327458240145646
38,98.97083025647564,1.0252760523151752,0.6686558356520863,48.92251622258546,145.07856816785522,0.9,7,1.0503852378891247,1.0867196549758709,48.92251622258546,5.709906602657254e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0920979615188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.20508617458549,126.20508617458549,126.20508617458549,126.20508617458549,126.20508617458549,126.20508617458549,126.20508617458549,0.0,3.071273856418131,0.0,0.0,0.0,0.0,0.0,0.0,21.498916994926923
