Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,e0_st9,e0_st10,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,t_reaccion10,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,producto10,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,productivity_specif10,Productividad_especifica_global
717,104.96302256549731,0.8736202827957333,0.5436700843956068,59.14204326573188,183.72255109611328,0.9,10,0.9758120100391541,1.0591771613583356,59.14204326573188,5.639751282773533e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.14580271045741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,152.33599304599255,0.0,2.762422261687466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.624222616874665
718,115.40110970817074,0.8226362404457476,1.109123208430107,58.082352415802845,230.99072773847573,0.9,10,0.9765912162760745,1.0653182556091327,58.082352415802845,1.1298217861947515e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.69278982372341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,190.57700654858817,0.0,5.493274179358991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9327417935899
719,96.72695380998533,1.2252404971778401,0.04890277705702984,37.15929396618316,183.92419091532594,0.9,10,1.0640849423987013,1.092829955317765,37.15929396618316,21.66299773744095,6.166701508698741,2.222074627728983e-14,1.926851871808752e-15,1.6708521350101666e-16,0.0,0.0,0.0,0.0,0.0,0.0,11.034307552893676,25.69264188757544,680.0618721530316,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,161.17774318792303,322.35548637584606,483.53322956376905,644.7109727516921,805.8887159396152,805.8887159396152,805.8887159396152,805.8887159396152,805.8887159396152,805.8887159396152,0.0,14.60696490607199,8.777083076239522,0.6745825478818452,0.8407933900391079,0.9866549279743814,0.0,0.0,0.0,0.0,0.0,7.893239423795052
720,86.9181666967929,1.2299193604824934,1.056919530147584,64.84536703706661,167.8385026160869,0.9,10,0.9020443933402632,0.9061285710225336,64.84536703706661,1.5482760016689866e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.319538128196367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,150.3738063248104,0.0,5.939042235424942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.39042235424942
721,92.15858448183079,0.9304885374502833,1.633591734688187,74.87396282694698,203.03189647155133,0.9,10,1.0283663442811388,1.0942632527991387,74.87396282694698,3.480637928714162e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.611753516308525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,171.72472140642847,0.0,7.945894870439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45894870439025
722,104.30792781003726,0.9326532275639785,1.7236591332259712,42.35357376505623,168.9553252957055,0.9,10,1.0659434417005131,1.095216923469029,42.35357376505623,2.124931811082187e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78930059551754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,147.99546589546856,0.0,4.968074541425715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.68074541425714
723,92.12657654460676,1.2211344698110635,1.6453297230590782,76.64654342608499,231.7196375105014,0.9,10,0.9066919702439094,1.017953718367806,76.64654342608499,1.091043198507547e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9784670608688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,185.75353456533043,0.0,10.332000717104185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32000717104187
724,81.20040440154216,1.0832964697099152,1.033760895155505,67.9469267947003,164.203624609657,0.9,10,1.0799837793183302,0.9076561434212922,67.9469267947003,1.235436250599001e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15029628388122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,175.8413988955447,0.0,6.7242602908454066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24260290845406
725,103.84693035585677,1.172433380695081,0.48411740484091875,60.078177737736404,171.08239466962613,0.9,10,1.018321615169297,0.9593298461265494,60.078177737736404,3.8080616602168654e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01684076919522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,163.442439587792,0.0,2.817155112564727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17155112564727
726,90.97927545890154,1.1805431498810481,0.563626401094111,54.865860142577226,170.82211549299493,0.9,10,1.0707687983357197,1.062401192970653,54.865860142577226,2.1190057917702454e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8821787476899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,154.95077875593753,0.0,2.631539492108496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31539492108496
727,108.07568138608282,0.7264393212235761,2.075304068919625,50.99583992278711,149.444993220148,0.9,10,1.0150713244653815,1.0740207456363164,50.99583992278711,2.430319417923296e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10939337545484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,127.11820980845079,0.0,7.019462616607833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19462616607831
728,80.05340483012485,0.7276995546369609,1.7490656911500202,44.84747899213555,163.29763774875735,0.9,10,1.0619586212898884,1.0257391154072497,44.84747899213555,1.696112875261658e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.302907872353813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,152.15740384166136,0.0,7.49436508298656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.94365082986559
729,117.68899085687362,1.2909352194397332,0.4516752326748153,54.7434718676538,214.3174127341516,0.9,10,0.941820710442423,1.09488441293328,54.7434718676538,1.6547696193637484e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92124073647436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,165.92045514888957,0.0,2.407392167870267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.073921678702675
730,83.82635559628014,1.1857871095300314,0.5828029989470819,62.537834056630714,207.87258389432716,0.9,10,0.9470308130468148,0.9004779286240241,62.537834056630714,1.492654225071355e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.81962171912309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,196.75725777394837,0.0,3.6558647476341686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55864747634169
731,96.23961740729968,1.1575907347839505,0.02605807587165581,64.31650159713968,177.72377271333772,0.9,10,1.0190032029244132,0.9226488873265063,64.31650159713968,55.727548242883095,47.138594888626514,38.54964153436993,29.960688180113348,21.371734825856766,12.782781471600185,4.1938281173436005,1.2981117890443638e-13,3.859763279155365e-18,0.0,0.0,5.5008522647875004,6.423441165997461,7.719115164465696,9.673034729782529,12.963999473465636,19.724026485947007,42.76927907656447,1193.73009627177,400.0,0.0,0.0,176.65548239040174,353.3109647808035,529.9664471712052,706.621929561607,883.2774119520087,1059.9328943424105,1236.5883767328123,1413.243859123214,1589.8993415136156,1589.8993415136156,0.0,32.11420228847502,29.62950944067346,26.97935262107919,24.103262518145424,20.890921510958485,17.0944595861302,11.802463843061158,1.0883632458730859,0.936058723998564,0.0,5.616352343991384
732,79.20174536642179,0.7849198375359127,0.9795112086269548,53.864846169763496,191.2329432398236,0.9,10,0.9819201145924863,1.0200121898158763,53.864846169763496,1.3604860023152855e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9645726461427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,165.68226132319208,0.0,5.18330913281225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8330913281225
733,106.37195176927258,0.8202350493635624,1.1889249390686423,43.753261270565886,182.5665310810015,0.9,10,0.9101701216264042,1.0837181459834755,43.753261270565886,1.531044017975818e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.933603391109507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,137.997081781166,0.0,4.610105905998344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.101059059983434
734,113.06092877216255,1.2656363561393964,0.6714200429451104,56.10136427638782,206.61222139820416,0.9,10,1.0953900983663392,1.0757524419276379,56.10136427638782,8.310217659642362e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99733930523769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,189.34549941989485,0.0,4.303567043140586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03567043140586
735,92.29297389117717,1.1489932259018723,0.05657491267207733,66.136974548138,226.80464547436046,0.9,10,0.9169949389614099,0.9057423589848318,66.136974548138,45.62233693831213,25.107699328486248,4.593061718660374,3.9711570514974114e-14,1.1568612883587465e-15,0.0,0.0,0.0,0.0,0.0,0.0,6.563519130592721,10.556320253287357,30.024398133840148,572.3681949176834,62.5,0.0,0.0,0.0,0.0,0.0,0.0,206.660137922033,413.320275844066,619.980413766099,826.640551688132,1033.300689610165,1033.300689610165,1033.300689610165,1033.300689610165,1033.300689610165,1033.300689610165,0.0,31.486178955247514,24.142765979057344,13.150714624095157,1.3343405368613417,1.5150760315619811,0.0,0.0,0.0,0.0,0.0,12.120608252495849
736,85.75534426075535,1.1472427774360279,0.8512840912530423,66.17425806828078,200.18968031619374,0.9,10,0.9703645204309189,0.9696870959348689,66.17425806828078,3.075925410406217e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06282222973542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,180.2965797468558,0.0,4.999513864951844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99513864951843
737,92.30701376874131,0.7007446113255602,2.3040442776849765,47.66902912284646,173.6932194045772,0.9,10,0.9664486329843147,1.0076333541002587,47.66902912284646,6.227026578226731e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.873896047664493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,149.9345137715104,0.0,9.445350613441247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.45350613441248
738,84.66904831608548,0.9861059918114897,2.4036892370581873,72.26950256013548,175.6868818774703,0.9,10,0.942341046378414,0.9287919908428506,72.26950256013548,4.9738970742386344e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.482440238506179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,160.4247943157051,0.0,10.361725402738172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.61725402738172
739,95.95772470668997,1.0681434263249205,1.8919280644535779,68.75247486115005,195.39903950451,0.9,10,0.9465990141150975,1.0003771512827222,68.75247486115005,1.987647079377868e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91179328698133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,166.4053243570725,0.0,8.799024070954927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.99024070954925
740,97.94598273557973,0.8526579218245736,1.204881192887541,66.27352925260922,173.1340926098085,0.9,10,1.0864138572927613,0.9354349076985707,66.27352925260922,4.96665351945496e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.994072680417833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,180.9701009121882,0.0,6.704068076525124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.04068076525124
741,113.19270259122379,0.9914028007824609,0.8578644358130181,69.26035484882678,172.12748653486798,0.9,10,0.9966564716244295,1.0231382444908361,69.26035484882678,7.513865928765793e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.798206369161775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,150.90509702949882,0.0,4.336576874928564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.36576874928564
742,106.78949664693089,0.9891134797214989,0.22371587444350158,67.51618366544041,159.67554251285338,0.9,10,1.0181458760121567,1.0446809360188738,67.51618366544041,9.584434154839492e-11,4.950781327208977e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.94334924883614,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0577827677287,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,280.1155655354574,0.0,1.148547941568576,1.4223154353972822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51199663627418
743,88.95204005947296,1.0434847160954646,0.4446515911473702,50.99939534252668,177.63274902515175,0.9,10,0.9546639238607012,1.0207920563792374,50.99939534252668,6.491628077353476e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95500311683621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,149.51293803442587,0.0,2.077867160837388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.778671608373877
744,97.7356473584855,1.239602769093882,1.3924282847889768,71.64768906137951,181.40353371623897,0.9,10,0.93525834408529,0.9729450693060647,71.64768906137951,9.432223227150295e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.953595261395304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,156.93923173700693,0.0,6.83723965460681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3723965460681
745,70.67152949931568,0.9963395926275875,0.6689379665726958,64.91153042038694,221.91856994499756,0.9,10,1.0401613147354205,0.9894218637346548,64.91153042038694,2.601897039577796e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.23029743274056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,209.96908189011683,0.0,5.352217434754452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.52217434754451
746,85.92186616461285,0.8455475416039734,0.6323733352357253,53.89909520970676,206.83560730281238,0.9,10,1.0246388920508138,1.0799009065133416,53.89909520970676,2.6673662752654842e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.447715183931216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,176.6260455960765,0.0,3.6457043417943997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.45704341794399
747,104.39705147874797,1.0013256315298524,1.8169035527905757,57.73660549219646,200.263194354287,0.9,10,0.9710465066068799,1.0969443897293771,57.73660549219646,4.9159342962942893e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.098207389850543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,159.55082991479324,0.0,8.354230669815855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.54230669815855
748,88.53047768521158,1.0033267758910707,2.3434682740707644,63.04058384004814,210.29795142316618,0.9,10,0.9958608634375445,1.0273333270964136,63.04058384004814,9.673507906999187e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.538151081116904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,183.4699065665471,0.0,11.807705151580945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.07705151580943
749,94.13925508676206,0.7068621969284291,1.9814385445576983,42.72304918556377,198.4851276160155,0.9,10,0.9961251662248072,0.9454413297020414,42.72304918556377,2.719421787465191e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.82122248299885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,188.21308321878595,0.0,10.000045607494318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00045607494317
750,84.64239028542619,1.191872764856365,0.2258688595265956,41.27285260114686,212.10098884499686,0.9,10,0.9609831211896884,0.9562628861278117,41.27285260114686,3.169566283714231e-11,1.3930922909467201e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.50107174454887,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.83315163859388,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,383.66630327718775,0.0,1.5532913919596092,1.932817288618613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36176424187682
751,106.10848156496093,1.1493250643340098,1.7756967135366035,71.20418255260212,187.1386072868586,0.9,10,0.9522271635176572,1.038084257177709,71.20418255260212,1.0565879870313129e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22857246556571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,154.49479902267126,0.0,8.034647361333695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.34647361333695
752,102.27773208869024,1.0318137378747045,0.8525027695428437,42.78945792393287,168.06721940316152,0.9,10,1.0809392952078856,0.9978584216433222,42.78945792393287,4.551133479397473e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.04028095500234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,163.8543223907624,0.0,4.676170336681351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.761703366813514
753,99.1574187773811,1.2743783578132573,2.1129512003984123,54.312976856698484,209.20116118017435,0.9,10,0.9955693201451796,1.0703792958005371,54.312976856698484,3.5165324963508127e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55195778319428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,175.12187760373666,0.0,10.580130755380695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.80130755380698
754,90.6801255991985,0.7262061961431605,0.04725814895699057,48.132676302183846,177.5514729232486,0.9,10,1.0295252157329537,0.9529220440826508,48.132676302183846,24.146212160928158,0.1597480196724663,9.872424968303959e-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59713893227384,106.18877832569076,3177.2149660570535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6419780506632,345.2839561013264,517.9259341519896,517.9259341519896,517.9259341519896,517.9259341519896,517.9259341519896,517.9259341519896,517.9259341519896,517.9259341519896,0.0,11.827110699683548,2.8586441527276514,0.15704238794241657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4133814914817493
755,94.68988933094026,0.8209995876762435,2.1743482631185067,57.939470375378015,177.3408352090434,0.9,10,0.909941418211075,1.0414046806732866,57.939470375378015,1.8740434795972086e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81660210446109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,139.4585569687209,0.0,5.855518615000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.55518615000033
756,79.23800297048635,1.2254810882686884,2.157260274295968,58.07756154002755,203.455562332212,0.9,10,1.0635094209045215,1.056320977613928,58.07756154002755,8.350518353758503e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.976883790928806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,184.35610072617138,0.0,10.255175639461944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.55175639461946
757,81.76100406604303,1.176064732054307,2.263169338034484,63.25679941503728,199.7736467710813,0.9,10,0.9231954165690683,1.0821856613286929,63.25679941503728,4.0282074579647103e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.460651511510042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,153.381355415039,0.0,9.920756269608088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.20756269608087
758,101.00533804429679,1.2716776881157426,2.142338985082791,59.716656021502224,206.49530494464332,0.9,10,1.0975541113538585,1.0212120304325465,59.716656021502224,5.703363707360543e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.218251408248875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,199.7389256559575,0.0,11.600418702230535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.00418702230535
