Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,e0_st9,e0_st10,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,t_reaccion10,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,producto10,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,productivity_specif10,Productividad_especifica_global
2075,87.15749090897782,0.9326772884927546,1.9156415457553946,58.47420655388976,167.79614839555668,0.9,10,0.9617166558913464,0.9192586114308147,58.47420655388976,2.198956378398909e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54041756906607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,157.99157476449847,0.0,8.521467986141854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.21467986141852
2076,109.9873221557036,0.7968686626525062,0.227940232477126,46.43996191055621,151.2471007810138,0.9,10,0.9840789739236325,1.0471349634323077,46.43996191055621,6.742295365172751e-13,2.2593220708591376e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.78824963769867,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.92542246118347,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,255.85084492236695,0.0,0.9151371649100614,1.5526036928292966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.749735081878315
2077,106.65185859774488,0.8603686548076523,0.5511754826603158,51.923058900330616,166.28361489853702,0.9,10,1.0110810164158472,1.0973319857217476,51.923058900330616,3.452728637873234e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.87133782863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,137.8922584024554,0.0,2.710608061202611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.106080612026105
2078,86.59282371188121,1.1180854016481654,0.15547650325284887,45.28202530139119,188.21362778236232,0.9,10,1.0865508331311684,0.9671215727993543,45.28202530139119,3.401955514227724e-12,2.934503103293468e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.36751037895237,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.31041375022025,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,380.6208275004405,0.0,0.9791266728640907,1.4130168369785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.423659951295749
2079,96.62327196281753,1.0556159297892762,0.5281987184480128,66.22177034593044,201.38451936881754,0.9,10,0.9779132017018027,1.0176548475470941,66.22177034593044,8.130581953959612e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.64191724481627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,174.16801239186637,0.0,2.8720729868868786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.720729868868784
2080,102.48243184603146,1.247643675699953,2.332351109844673,59.012967395435695,213.2914313972598,0.9,10,0.9008451036212276,1.0635303164887804,59.012967395435695,2.0732573474392e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.257062879413436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,162.59836205482566,0.0,10.657251879994664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.57251879994665
2081,92.67657923513458,0.7199592663592682,0.7042621951900478,62.553400927391586,182.89925198340043,0.9,10,0.9479505736504127,1.079539301087565,62.553400927391586,1.0837490534233269e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26213968625909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,144.5445345036579,0.0,2.9949881095887623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.94988109588762
2082,94.84614850808035,1.0602728523246405,1.6371332211664547,64.62606229989139,183.8985165605269,0.9,10,1.0138807792673785,0.9815577523597064,64.62606229989139,7.454356286996005e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00990318307948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,170.9589209044897,0.0,8.137063717750639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.37063717750641
2083,95.16093562686528,1.0218916536963492,1.5528310806237327,74.67575154835696,179.4531439953852,0.9,10,1.08237659903255,1.0254684309789903,74.67575154835696,2.6199180353940306e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.951322392844837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,170.47067470247916,0.0,8.54432961113471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4432961113471
2084,98.60453898029418,0.8767228978899408,1.018699303612109,68.13300897361917,182.34214772104485,0.9,10,0.9301284175200419,1.0782774504231223,68.13300897361917,9.681197178360621e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5599204010366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,141.56046008046044,0.0,4.218140519668453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18140519668453
2085,88.9633575570532,1.1897684455726605,0.3006578516737303,76.64033012691495,219.76641481788803,0.9,10,1.077108031410303,0.9826288082882156,76.64033012691495,1.3085960318921733e-11,7.119581255404849e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78093094629699,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.80715199289034,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,433.6143039857807,0.0,2.217274369293586,3.5316095149615596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.55029039213481
2086,101.55102931716092,0.9943337669461868,0.8669930318341453,61.50483835117693,178.9906238797521,0.9,10,0.9411216577264114,0.9822136054432771,61.50483835117693,6.426111877584145e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.13103935129418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,154.35212519628706,0.0,4.15695676428479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5695676428479
2087,100.1126470274752,1.1622256950123622,0.5058291495688096,57.60963142555646,176.66041327389405,0.9,10,1.0222766322206542,1.0500303819627956,57.60963142555646,2.19642027263259e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.083632728409164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,154.79193163124089,0.0,2.534098329080701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.34098329080701
2088,116.86485872379207,0.9331640967630062,0.821951742317528,67.67453141608692,213.83848367239148,0.9,10,1.0613152009345694,0.9344357508933547,67.67453141608692,1.3600278387979134e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.369923968049584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,218.58648895272015,0.0,5.696818402213563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.96818402213563
2089,79.36653348797972,1.0912227436839257,1.1876596597351696,68.87909930523598,193.2339840680693,0.9,10,0.9075180449138351,0.9941786137688405,68.87909930523598,5.818071412314435e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.284744322730408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,158.75114642712052,0.0,5.81831167444248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.18311674442481
2090,94.49231113950097,0.952311814099202,1.0317312980610782,60.829712768087184,153.29724655364348,0.9,10,0.910495185969088,1.0359406311485604,60.829712768087184,2.2184927447726852e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.222398037493065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,121.26058263511952,0.0,3.7632389275939104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.632389275939104
2091,95.62595249235041,1.2994038349948085,0.6368337493360346,67.35571331325653,189.7379170539796,0.9,10,0.9320755550978959,1.0135153567158026,67.35571331325653,7.1858668718598965e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.902182420514734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,157.04258043099094,0.0,3.3483000646533125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.48300064653312
2092,102.15477297298278,0.8082681874621492,0.48843951709179806,57.8555183578246,196.01610634206452,0.9,10,1.0910174877046073,1.0642340628336053,57.8555183578246,4.91437961580667e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.618283082435426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,180.8542938283641,0.0,2.9350751884211044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.350751884211036
2093,83.29099522593573,0.9526497385559941,2.077224178462334,46.54989989598948,173.8878980918203,0.9,10,0.9679204646706695,0.9669839534673149,46.54989989598948,9.016798194495097e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63455969429405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,156.6506756046152,0.0,7.978313649179465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78313649179464
2094,96.97573931195862,1.2696175707893156,0.7441022351134223,51.15350380243008,193.76901385699793,0.9,10,0.9235758867537818,1.0596269830919993,51.15350380243008,2.140737126541618e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.20958607946646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,152.00098948835512,0.0,4.317034262921912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.17034262921912
2095,105.9866055863511,1.084763896646244,2.1896268274702284,49.954118065588816,176.57987300576173,0.9,10,1.0341330417777328,0.9687869186890355,49.954118065588816,1.0463305093044198e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59091998346384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,169.64140400631192,0.0,9.12496015028862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.24960150288618
2096,77.30398417163292,1.1924457872289695,0.9113049431588621,78.99115570403224,182.9352449226776,0.9,10,0.9650696726689746,1.0688963352520475,78.99115570403224,1.0473962964619068e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.01067827121066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,148.64933670669362,0.0,4.9532148311787205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.53214831178721
2097,101.60074914776872,1.050482680417686,2.328694723286344,76.71802446880048,166.10682193540606,0.9,10,0.9489353141506012,0.9658121484636236,76.71802446880048,1.1054998964864592e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.652511408993465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,146.88380815660489,0.0,8.820519893310378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.20519893310376
2098,90.74384757762368,0.8892671301590748,1.5394177101764641,49.5496342007859,177.99827720311413,0.9,10,1.0344591171017279,0.9292931136434119,49.5496342007859,4.3894971252786095e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5149751627782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,178.32774630527973,0.0,7.920406085994334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.20406085994335
2099,96.25130145870595,1.071140745614681,1.3330077843889099,71.37704770169472,184.4556682740754,0.9,10,0.9733401769347197,0.9417838197250199,71.37704770169472,2.7783215958963198e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.618239646811087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,171.57260310782314,0.0,6.445678053258411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4567805325841
2100,100.58065729058204,1.051468173870504,0.2538410379786616,59.961256851562545,160.3004275384519,0.9,10,0.935354481707384,1.0196454828533104,59.961256851562545,5.0211867141671504e-14,8.805668241896409e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.76363723480904,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.34398941121398,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,264.68797882242797,0.0,0.9676840429740328,1.6362637694540612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.544505809813582
2101,94.39753574260583,0.8730858151704397,0.5559808228914074,63.892783541354994,194.696738250117,0.9,10,0.9414200156392064,0.9182564722931416,63.892783541354994,8.135146414390014e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.263297541963695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,179.64726708600077,0.0,3.6466756398710984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.466756398710984
2102,95.2214794794838,0.8418037659237012,1.2556172554548155,37.42552642521661,155.55896044314125,0.9,10,1.047190660445146,0.9565054600012186,37.42552642521661,1.0653138757488132e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508109989729544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,153.27659653083975,0.0,5.376596224234432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.76596224234431
