Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,producto0,producto1,producto2,producto3,producto4,producto5,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,Productividad_especifica_global
10,92.64551865151684,0.7026113993782233,0.1586994285596225,62.13661705696025,185.24032289311037,0.9,5,0.9341037890318407,1.0207393840713177,62.13661705696025,1.222250044996676e-12,8.279204387248632e-18,0.0,0.0,0.0,0.0,198.86437780459048,75.0,0.0,0.0,0.0,0.0,152.56618993694255,305.1323798738851,305.1323798738851,305.1323798738851,305.1323798738851,0.0,0.7671871233110347,1.1141733084088985,0.0,0.0,0.0,5.013779887840044
11,94.71289549349339,1.006015829555161,2.1735236740012454,56.94507382486693,171.14078154298835,0.9,5,0.9421764870022784,0.9333235310290637,56.94507382486693,4.576156777035929e-15,0.0,0.0,0.0,0.0,0.0,17.050655813023575,0.0,0.0,0.0,0.0,0.0,155.48770975836283,155.48770975836283,155.48770975836283,155.48770975836283,155.48770975836283,0.0,9.119163008357646,0.0,0.0,0.0,0.0,45.59581504178822
12,96.72525974063915,0.7234768213406679,1.2488258337403273,64.55288943445288,188.65286048652774,0.9,5,1.0391849403986098,0.9888031108030385,64.55288943445288,7.182427090290623e-15,0.0,0.0,0.0,0.0,0.0,29.415329920837316,0.0,0.0,0.0,0.0,0.0,178.438648194942,178.438648194942,178.438648194942,178.438648194942,178.438648194942,0.0,6.066178712771776,0.0,0.0,0.0,0.0,30.33089356385888
13,84.54149361599917,0.8625864632159712,1.78341798100059,45.10522213751858,198.0460242542301,0.9,5,0.947543205369338,0.9859630696957836,45.10522213751858,6.416486757897039e-14,0.0,0.0,0.0,0.0,0.0,19.16898840438314,0.0,0.0,0.0,0.0,0.0,171.29591701783235,171.29591701783235,171.29591701783235,171.29591701783235,171.29591701783235,0.0,8.93609581289455,0.0,0.0,0.0,0.0,44.68047906447275
14,96.71478155123334,0.9575684579431369,0.9414338658846422,59.997433922301035,205.63751701319336,0.9,5,1.0082765570689467,1.0799756910555804,59.997433922301035,3.492084747578064e-14,0.0,0.0,0.0,0.0,0.0,37.26230323736013,0.0,0.0,0.0,0.0,0.0,172.78679551578819,172.78679551578819,172.78679551578819,172.78679551578819,172.78679551578819,0.0,4.637040131822763,0.0,0.0,0.0,0.0,23.185200659113814
15,100.25352879158838,1.2717326426485924,0.5579972294278235,79.1121962959489,179.17929072778125,0.9,5,1.0089544963619188,0.9302079366039776,79.1121962959489,3.4662631584709654e-14,0.0,0.0,0.0,0.0,0.0,63.3766251407293,0.0,0.0,0.0,0.0,0.0,174.9129087473378,174.9129087473378,174.9129087473378,174.9129087473378,174.9129087473378,0.0,2.759896229231827,0.0,0.0,0.0,0.0,13.799481146159135
16,96.92238769970916,0.785122744682101,0.6473901915141647,49.11120628140884,164.9319454484826,0.9,5,1.0388443638842995,0.9691019643103915,49.11120628140884,2.919282324883989e-13,0.0,0.0,0.0,0.0,0.0,50.597547003274315,0.0,0.0,0.0,0.0,0.0,159.12129521685304,159.12129521685304,159.12129521685304,159.12129521685304,159.12129521685304,0.0,3.144842085063053,0.0,0.0,0.0,0.0,15.724210425315267
17,85.50875104803615,1.269263786341468,1.0631294786030434,66.56652357257698,210.56406516658282,0.9,5,0.9695746877838247,0.9696444499083801,66.56652357257698,1.425736214554493e-11,0.0,0.0,0.0,0.0,0.0,27.439695813234618,0.0,0.0,0.0,0.0,0.0,189.49402431531027,189.49402431531027,189.49402431531027,189.49402431531027,189.49402431531027,0.0,6.905835458420577,0.0,0.0,0.0,0.0,34.52917729210289
18,102.81235134886204,1.2429666437382125,2.1238925458318825,45.708784304238115,157.88093129770624,0.9,5,0.9212874299727948,1.0219199329618385,45.708784304238115,1.923827146667652e-14,0.0,0.0,0.0,0.0,0.0,16.669471042661975,0.0,0.0,0.0,0.0,0.0,128.10039365203983,128.10039365203983,128.10039365203983,128.10039365203983,128.10039365203983,0.0,7.684730566686492,0.0,0.0,0.0,0.0,38.42365283343246
19,97.84761126037682,0.8720687622879002,2.1325563062853763,58.194465119434696,189.94218891693652,0.9,5,1.0277049789547947,0.9173738869783759,58.194465119434696,4.8572552516191434e-17,0.0,0.0,0.0,0.0,0.0,19.519889436002664,0.0,0.0,0.0,0.0,0.0,191.50760930837168,191.50760930837168,191.50760930837168,191.50760930837168,191.50760930837168,0.0,9.810896211079623,0.0,0.0,0.0,0.0,49.054481055398114
20,85.81486308965341,0.9205637935520348,0.5344754447851826,66.12156805941498,172.7914505012455,0.9,5,1.0547168393103608,1.049179408023883,66.12156805941498,4.803426180552936e-13,0.0,0.0,0.0,0.0,0.0,60.91163226241839,0.0,0.0,0.0,0.0,0.0,156.33307899952604,156.33307899952604,156.33307899952604,156.33307899952604,156.33307899952604,0.0,2.5665554048201287,0.0,0.0,0.0,0.0,12.832777024100643
21,77.02470693122052,1.1260424553537522,1.2169994867998675,64.5387401378702,209.94159948184995,0.9,5,1.0592370616456814,0.922340876542889,64.5387401378702,6.662262924968219e-13,0.0,0.0,0.0,0.0,0.0,26.462141536339885,0.0,0.0,0.0,0.0,0.0,216.99150037378593,216.99150037378593,216.99150037378593,216.99150037378593,216.99150037378593,0.0,8.200073303810132,0.0,0.0,0.0,0.0,41.000366519050665
22,77.27856234856152,1.2941243060974426,2.455502351194274,56.31696565681758,212.15014021204058,0.9,5,1.0066826446555766,0.9484310333838315,56.31696565681758,1.7577945284094673e-13,0.0,0.0,0.0,0.0,0.0,13.602325451592266,0.0,0.0,0.0,0.0,0.0,202.6621557348909,202.6621557348909,202.6621557348909,202.6621557348909,202.6621557348909,0.0,14.899081517797942,0.0,0.0,0.0,0.0,74.49540758898972
23,100.88206873799435,1.2154272075200758,2.290575362449051,59.80542053564799,191.9202433072993,0.9,5,0.9564868194657434,1.010651524590018,59.80542053564799,7.591343860940607e-14,0.0,0.0,0.0,0.0,0.0,14.974525410938005,0.0,0.0,0.0,0.0,0.0,163.47104890372722,163.47104890372722,163.47104890372722,163.47104890372722,163.47104890372722,0.0,10.9166096699346,0.0,0.0,0.0,0.0,54.58304834967301
24,103.32981031770741,0.9151697483308338,0.7748595075923109,69.07993503641119,203.33213409511598,0.9,5,0.910939559160996,1.0975576507621168,69.07993503641119,9.038347336399806e-12,0.0,0.0,0.0,0.0,0.0,38.28411318078904,0.0,0.0,0.0,0.0,0.0,151.88355347031614,151.88355347031614,151.88355347031614,151.88355347031614,151.88355347031614,0.0,3.96727365090257,0.0,0.0,0.0,0.0,19.836368254512852
25,91.37481693850445,0.7608329451555472,1.271376737837989,59.676065350505056,186.3198522549572,0.9,5,0.9897036612096104,0.9674089039628875,59.676065350505056,4.821006588866625e-15,0.0,0.0,0.0,0.0,0.0,29.145353674165886,0.0,0.0,0.0,0.0,0.0,171.5523758977673,171.5523758977673,171.5523758977673,171.5523758977673,171.5523758977673,0.0,5.886096899549014,0.0,0.0,0.0,0.0,29.430484497745073
26,91.95070084169846,1.296839639967527,0.41810040230643664,56.46058289507216,195.27058517381238,0.9,5,1.0724788023721432,1.070159993800739,56.46058289507216,3.372492701131159e-14,0.0,0.0,0.0,0.0,0.0,83.84130154021268,0.0,0.0,0.0,0.0,0.0,176.12432541394443,176.12432541394443,176.12432541394443,176.12432541394443,176.12432541394443,0.0,2.100686918958077,0.0,0.0,0.0,0.0,10.503434594790384
27,103.80959773368825,1.086456222901746,1.697407478802118,67.0458433873475,178.75604542181185,0.9,5,1.004818883355997,0.9752041270654414,67.0458433873475,4.3427254264047565e-15,0.0,0.0,0.0,0.0,0.0,21.960343256435053,0.0,0.0,0.0,0.0,0.0,165.76601807966205,165.76601807966205,165.76601807966205,165.76601807966205,165.76601807966205,0.0,7.548425639070443,0.0,0.0,0.0,0.0,37.74212819535221
28,96.45413012592412,1.1140538176496237,0.5816345480749998,68.55350073120141,210.45747438102376,0.9,5,0.9020632090591626,0.9422365494950538,68.55350073120141,3.507468932014345e-13,0.0,0.0,0.0,0.0,0.0,56.57560424403162,0.0,0.0,0.0,0.0,0.0,181.33593982438316,181.33593982438316,181.33593982438316,181.33593982438316,181.33593982438316,0.0,3.2051966964809395,0.0,0.0,0.0,0.0,16.025983482404698
29,106.70516098958953,1.146203001586387,1.0111539176681716,76.39069740405873,200.9834872357452,0.9,5,0.9609036636616451,0.9862284664786549,76.39069740405873,3.812237365062896e-11,0.0,0.0,0.0,0.0,0.0,28.01361909725978,0.0,0.0,0.0,0.0,0.0,176.24029137882405,176.24029137882405,176.24029137882405,176.24029137882405,176.24029137882405,0.0,6.2912360865241945,0.0,0.0,0.0,0.0,31.45618043262097
