Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,producto0,producto1,producto2,producto3,producto4,producto5,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,Productividad_especifica_global
1422,102.31876194895447,1.0219033772211739,0.1918099625287885,55.07391667633657,209.46720355313946,0.9,5,0.9191933131598713,1.0741487565467376,55.07391667633657,2.3501305818931533e-13,1.9433086618033217e-15,0.0,0.0,0.0,0.0,172.50309161133853,25.0,0.0,0.0,0.0,0.0,161.3247387691494,322.6494775382988,322.6494775382988,322.6494775382988,322.6494775382988,0.0,0.935199115924399,1.6336426681017873,0.0,0.0,0.0,7.351392006458044
1423,87.90239785326087,1.0119268293335912,0.09655484998271983,67.75858422404642,165.24313142171235,0.9,5,0.9173065606298861,0.9713114298330717,67.75858422404642,34.25567723662358,0.7527702492007373,3.530662935863184e-20,0.0,0.0,0.0,7.064366487692935,39.54071206232308,460.9423659435352,0.0,0.0,0.0,140.45005907157088,280.90011814314175,421.35017721471263,421.35017721471263,421.35017721471263,0.0,19.881479721678307,6.027242671454423,0.8301690448567832,0.0,0.0,3.320676179427133
1424,104.02797087420736,1.1470271467295567,0.26885064697994426,61.87862302232732,227.09933531296613,0.9,5,1.053382337723279,0.9398690639224645,61.87862302232732,4.0345919221097865e-12,4.861729634866467e-15,0.0,0.0,0.0,0.0,112.92995225413051,25.0,0.0,0.0,0.0,0.0,229.07465956598284,458.1493191319657,458.1493191319657,458.1493191319657,458.1493191319657,0.0,2.028466806135608,3.3216086255713595,0.0,0.0,0.0,14.947238815071117
1425,78.94301987493631,0.7765738134187982,1.7261364637263277,67.16662234456734,179.78353950843604,0.9,5,0.9507020920316063,1.095777492708538,67.16662234456734,2.4887678277388347e-14,0.0,0.0,0.0,0.0,0.0,20.584455946401317,0.0,0.0,0.0,0.0,0.0,140.3829969448749,140.3829969448749,140.3829969448749,140.3829969448749,140.3829969448749,0.0,6.81985461798991,0.0,0.0,0.0,0.0,34.09927308994955
1426,103.62765602724281,0.998828038735825,0.9555732157318871,61.3436431977801,208.6680264424199,0.9,5,0.9022904315304602,0.9335260134205738,61.3436431977801,4.2173284814623203e-14,0.0,0.0,0.0,0.0,0.0,36.536688566863084,0.0,0.0,0.0,0.0,0.0,181.51743478675294,181.51743478675294,181.51743478675294,181.51743478675294,181.51743478675294,0.0,4.968086652258355,0.0,0.0,0.0,0.0,24.840433261291775
1427,79.04943770341843,0.8198184521375802,0.6028918556392071,64.39968516644635,193.80781192399297,0.9,5,0.908248883428711,1.086545514268676,64.39968516644635,2.721464885952699e-11,0.0,0.0,0.0,0.0,0.0,47.25951131112308,0.0,0.0,0.0,0.0,0.0,145.80443600504458,145.80443600504458,145.80443600504458,145.80443600504458,145.80443600504458,0.0,3.085187128685518,0.0,0.0,0.0,0.0,15.425935643427593
1428,100.740922104342,1.060249006009994,0.5839013434458555,63.38731206843801,181.1093497331523,0.9,5,0.9202842196906014,1.0775434585175878,63.38731206843801,3.214651705201156e-11,0.0,0.0,0.0,0.0,0.0,48.484184938954854,0.0,0.0,0.0,0.0,0.0,139.2100409058474,139.2100409058474,139.2100409058474,139.2100409058474,139.2100409058474,0.0,2.8712463885104604,0.0,0.0,0.0,0.0,14.356231942552302
1429,90.70972822461759,1.2371988102031932,0.053729069315716256,64.04184189159335,216.8775829744359,0.9,5,1.0225587981295527,1.0055419399322636,64.04184189159335,46.49446804249365,28.94709419339395,11.399720344294606,5.108559580304153e-15,3.4800585180055876e-16,0.0,5.9595916081371785,8.81949974244961,17.344074886593553,657.77144824868,50.0,0.0,198.49303604608335,396.9860720921667,595.47910813825,793.9721441843334,992.4651802304168,0.0,33.30648290984613,26.861331503739894,18.53737280259205,1.150860040813677,1.3413601894103029,4.024080568230908
1430,96.86751903020159,0.9209743794340151,2.1743443374085833,64.90197596224799,169.66410102902262,0.9,5,1.0447977147677021,1.0274917036188986,64.90197596224799,9.377775378497292e-14,0.0,0.0,0.0,0.0,0.0,15.715416466064333,0.0,0.0,0.0,0.0,0.0,155.26957343598065,155.26957343598065,155.26957343598065,155.26957343598065,155.26957343598065,0.0,9.880080096589724,0.0,0.0,0.0,0.0,49.400400482948626
1431,87.49444671552143,0.7712116280260621,1.477019497760692,69.14682727227431,202.5693382337759,0.9,5,0.9199661681881157,1.0236127536797963,69.14682727227431,4.812977716468722e-15,0.0,0.0,0.0,0.0,0.0,25.188355784136945,0.0,0.0,0.0,0.0,0.0,163.85224148063162,163.85224148063162,163.85224148063162,163.85224148063162,163.85224148063162,0.0,6.5050788898186855,0.0,0.0,0.0,0.0,32.525394449093426
1432,109.10112767602057,1.2880556370537093,2.141574837892743,73.43512913738562,203.45767038609864,0.9,5,0.9902046461327588,1.0874695867063455,73.43512913738562,6.070800382783251e-16,0.0,0.0,0.0,0.0,0.0,18.366985246792694,0.0,0.0,0.0,0.0,0.0,166.73409507116477,166.73409507116477,166.73409507116477,166.73409507116477,166.73409507116477,0.0,9.077923939655825,0.0,0.0,0.0,0.0,45.389619698279134
1433,101.60942734354536,0.9110742389580802,0.06563603175291588,51.57125279849113,189.79273530252078,0.9,5,0.9211992279753898,1.0179304650614673,51.57125279849113,22.41006225210264,4.01440008796984e-14,1.5078298382947558e-15,0.0,0.0,0.0,12.698121946024635,517.3349537168682,50.0,0.0,0.0,0.0,154.58151073503433,309.16302147006866,463.744532205103,463.744532205103,463.744532205103,0.0,12.173572705641618,0.5832900542733297,0.7995139443989653,0.0,0.0,3.198055777595861
1434,89.23018373003822,0.8679947170134111,2.4470927270190947,65.94296673103504,191.45825102962417,0.9,5,0.9090058334593523,1.0061247694245006,65.94296673103504,1.921376503593947e-16,0.0,0.0,0.0,0.0,0.0,16.500032635448463,0.0,0.0,0.0,0.0,0.0,155.67949930748802,155.67949930748802,155.67949930748802,155.67949930748802,155.67949930748802,0.0,9.435102508405235,0.0,0.0,0.0,0.0,47.17551254202617
1435,109.61866060014202,0.9783303178385858,2.4020769916865565,68.99310680100871,196.84332827642388,0.9,5,0.9243217984642761,1.098396920866158,68.99310680100871,1.7420314570529002e-15,0.0,0.0,0.0,0.0,0.0,15.910285635754015,0.0,0.0,0.0,0.0,0.0,149.08264779021147,149.08264779021147,149.08264779021147,149.08264779021147,149.08264779021147,0.0,9.37020561435987,0.0,0.0,0.0,0.0,46.85102807179935
1436,96.17883285684485,1.0926209233539408,1.3509481064930227,49.75435774478806,211.84053091570846,0.9,5,1.0509745268676114,1.0835732811857244,49.75435774478806,1.3478397557713928e-14,0.0,0.0,0.0,0.0,0.0,26.533059302857133,0.0,0.0,0.0,0.0,0.0,184.92067408325474,184.92067408325474,184.92067408325474,184.92067408325474,184.92067408325474,0.0,6.969444117714014,0.0,0.0,0.0,0.0,34.84722058857007
1437,110.12704583534249,1.0645896199126472,2.0830197618942727,49.47574257499613,200.81745415668317,0.9,5,1.0728079115625748,0.9068991417594232,49.47574257499613,2.0706411291045935e-21,0.0,0.0,0.0,0.0,0.0,24.737120651683,0.0,0.0,0.0,0.0,0.0,213.79962700490145,213.79962700490145,213.79962700490145,213.79962700490145,213.79962700490145,0.0,8.64286632285781,0.0,0.0,0.0,0.0,43.21433161428905
1438,99.68179099066641,0.8741631516846567,1.2653444348020833,59.8780088086238,170.36969429234682,0.9,5,1.070838831355934,0.9722424411429229,59.8780088086238,5.060096970573133e-14,0.0,0.0,0.0,0.0,0.0,27.428986136928167,0.0,0.0,0.0,0.0,0.0,168.8823990320937,168.8823990320937,168.8823990320937,168.8823990320937,168.8823990320937,0.0,6.1570777056438155,0.0,0.0,0.0,0.0,30.785388528219077
1439,110.69926581971232,1.2619381889931431,0.7077726306983042,71.83991981959335,167.91073743711544,0.9,5,0.9958256110825441,1.0045245200165147,71.83991981959335,2.522401481702631e-13,0.0,0.0,0.0,0.0,0.0,47.0247557712355,0.0,0.0,0.0,0.0,0.0,149.81100853725144,149.81100853725144,149.81100853725144,149.81100853725144,149.81100853725144,0.0,3.1857902519695616,0.0,0.0,0.0,0.0,15.928951259847807
1440,78.23243994878328,1.2449804209452382,0.9750187191487972,76.96799916370458,153.73394326234086,0.9,5,1.0856155793164457,0.9385784808002222,76.96799916370458,6.484738984544014e-13,0.0,0.0,0.0,0.0,0.0,33.237868919641244,0.0,0.0,0.0,0.0,0.0,160.0360231567941,160.0360231567941,160.0360231567941,160.0360231567941,160.0360231567941,0.0,4.814870157401218,0.0,0.0,0.0,0.0,24.07435078700609
1441,100.72350156752691,1.2942587924923439,0.2695924615006384,58.980520404296115,217.1909897052729,0.9,5,0.9861018130313901,1.0210530118685957,58.980520404296115,5.4240115537555363e-14,6.415900884183815e-17,0.0,0.0,0.0,0.0,128.42556002936544,25.0,0.0,0.0,0.0,0.0,188.78078181019364,377.5615636203873,377.5615636203873,377.5615636203873,377.5615636203873,0.0,1.4699626909707657,2.4608778586053233,0.0,0.0,0.0,11.073950363723954
1442,109.96383297524626,1.1717227685004374,1.6355723863203278,54.09292164494446,169.6884071580333,0.9,5,1.0613296275573494,0.9441843627389301,54.09292164494446,6.47332525523256e-15,0.0,0.0,0.0,0.0,0.0,22.415265820204993,0.0,0.0,0.0,0.0,0.0,171.66753334345256,171.66753334345256,171.66753334345256,171.66753334345256,171.66753334345256,0.0,7.658509817390272,0.0,0.0,0.0,0.0,38.29254908695136
1443,90.98041710958339,1.2337085933956353,0.29400126046430913,58.730935095746894,216.04005787892837,0.9,5,0.9665207804071684,1.0541795562051262,58.730935095746894,4.002632261415871e-15,0.0,0.0,0.0,0.0,0.0,126.61439177991934,0.0,0.0,0.0,0.0,0.0,178.26800349156937,178.26800349156937,178.26800349156937,178.26800349156937,178.26800349156937,0.0,1.4079600350759032,0.0,0.0,0.0,0.0,7.039800175379516
1444,100.19471319464118,1.156459809604366,1.5024855127989367,58.64939838812545,178.144014978586,0.9,5,1.09574539559763,1.0535912965473073,58.64939838812545,2.664848249440469e-13,0.0,0.0,0.0,0.0,0.0,21.980269447549063,0.0,0.0,0.0,0.0,0.0,166.74438781448927,166.74438781448927,166.74438781448927,166.74438781448927,166.74438781448927,0.0,7.586093892633437,0.0,0.0,0.0,0.0,37.930469463167185
1445,93.44683960053943,1.2352974356999291,1.1058579238383484,65.48594123101226,209.79801542700864,0.9,5,1.096638305793861,0.9769397314527923,65.48594123101226,1.0592993014874274e-12,0.0,0.0,0.0,0.0,0.0,28.7154870983849,0.0,0.0,0.0,0.0,0.0,211.95297878732651,211.95297878732651,211.95297878732651,211.95297878732651,211.95297878732651,0.0,7.381138201178129,0.0,0.0,0.0,0.0,36.90569100589065
1446,97.89260528031615,0.754264137728494,1.6932348215558848,35.34820474134287,169.1156248850108,0.9,5,1.0813828191740225,1.022415677321004,35.34820474134287,3.7755188143933153e-14,0.0,0.0,0.0,0.0,0.0,20.359196882395164,0.0,0.0,0.0,0.0,0.0,160.98233011777316,160.98233011777316,160.98233011777316,160.98233011777316,160.98233011777316,0.0,7.907106112666775,0.0,0.0,0.0,0.0,39.53553056333388
1447,80.48448781116069,0.7676695796924407,1.4687983570617622,67.45864120891846,212.2431697191829,0.9,5,1.0644786147981367,1.0953669897872997,67.45864120891846,4.018354216211409e-15,0.0,0.0,0.0,0.0,0.0,25.43536250751956,0.0,0.0,0.0,0.0,0.0,185.63229097512016,185.63229097512016,185.63229097512016,185.63229097512016,185.63229097512016,0.0,7.298197181983977,0.0,0.0,0.0,0.0,36.490985909919885
1448,102.35739255796553,1.0703443470518026,0.10615506018842072,50.19025386182185,194.87988010118195,0.9,5,0.961422130344162,0.9554363966336287,50.19025386182185,9.420138286397206,1.4664509901846937e-10,3.597591649799758e-15,0.0,0.0,0.0,15.759692379575924,234.42929112411778,100.0,0.0,0.0,0.0,176.49070846936246,352.9814169387249,529.4721254080873,529.4721254080873,529.4721254080873,0.0,11.198867605949529,1.4108591513323514,1.5119611134269237,0.0,0.0,6.047844453707695
1449,115.6144260669247,1.0191185447564544,0.9385259974986309,66.99128027846481,215.2114035426041,0.9,5,1.0195945548618799,1.0687283600630202,66.99128027846481,2.5768433950352767e-13,0.0,0.0,0.0,0.0,0.0,35.365672984709214,0.0,0.0,0.0,0.0,0.0,184.78553115681746,184.78553115681746,184.78553115681746,184.78553115681746,184.78553115681746,0.0,5.224996884315244,0.0,0.0,0.0,0.0,26.124984421576222
1450,88.9033714904926,0.9671771627588631,1.2601243177226011,45.032598737628696,175.41279975039353,0.9,5,1.098061353968431,0.984970882998145,45.032598737628696,5.106529318734018e-15,0.0,0.0,0.0,0.0,0.0,29.136524502353836,0.0,0.0,0.0,0.0,0.0,175.99770485591688,175.99770485591688,175.99770485591688,175.99770485591688,175.99770485591688,0.0,6.0404494997918725,0.0,0.0,0.0,0.0,30.202247498959366
1451,102.07774959008587,0.999107277956572,0.4092616941584754,48.85403275111529,216.61191516017482,0.9,5,0.9897055518086808,1.0721402934586064,48.85403275111529,5.349836204936644e-10,0.0,0.0,0.0,0.0,0.0,61.666220597885975,0.0,0.0,0.0,0.0,0.0,179.9613489922358,179.9613489922358,179.9613489922358,179.9613489922358,179.9613489922358,0.0,2.9183132555784552,0.0,0.0,0.0,0.0,14.591566277892275
1452,111.63315408765096,0.7661128945747111,2.465040842004317,70.52937207567595,179.07461825889746,0.9,5,0.9538113445399373,0.9348821672130162,70.52937207567595,1.890065143038654e-15,0.0,0.0,0.0,0.0,0.0,15.479741226693644,0.0,0.0,0.0,0.0,0.0,164.43041440325084,164.43041440325084,164.43041440325084,164.43041440325084,164.43041440325084,0.0,10.622297362419923,0.0,0.0,0.0,0.0,53.11148681209961
1453,93.56435517149208,0.9901812961473759,2.096536668570136,57.43252862207689,169.3924539329266,0.9,5,0.9122473666044527,1.0961561323164104,57.43252862207689,1.9823434078436387e-14,0.0,0.0,0.0,0.0,0.0,16.981588252187098,0.0,0.0,0.0,0.0,0.0,126.87520866829935,126.87520866829935,126.87520866829935,126.87520866829935,126.87520866829935,0.0,7.471339357904806,0.0,0.0,0.0,0.0,37.35669678952403
1454,87.02293554514728,1.1242530995157212,1.6092605374474742,68.75332256758034,138.97011784739743,0.9,5,1.024144047215833,0.9578940187263918,68.75332256758034,5.70459076857536e-14,0.0,0.0,0.0,0.0,0.0,21.578510321239662,0.0,0.0,0.0,0.0,0.0,133.7234334244791,133.7234334244791,133.7234334244791,133.7234334244791,133.7234334244791,0.0,6.197065109395227,0.0,0.0,0.0,0.0,30.98532554697614
1455,82.90167485910754,1.2155579228147777,2.269468568368288,53.17930283319507,181.16548834006437,0.9,5,0.9626790085841052,0.9131535632079048,53.17930283319507,1.6242707730133982e-14,0.0,0.0,0.0,0.0,0.0,15.7414833216973,0.0,0.0,0.0,0.0,0.0,171.8919990663656,171.8919990663656,171.8919990663656,171.8919990663656,171.8919990663656,0.0,10.9196824437401,0.0,0.0,0.0,0.0,54.598412218700496
1456,83.8811661410339,0.7533458055371848,0.9472914264265612,60.51124038209278,190.74772379647285,0.9,5,1.0114929897060372,1.0445924748814022,60.51124038209278,4.095022396929076e-12,0.0,0.0,0.0,0.0,0.0,32.011350702193916,0.0,0.0,0.0,0.0,0.0,166.2332355017004,166.2332355017004,166.2332355017004,166.2332355017004,166.2332355017004,0.0,5.192946622221333,0.0,0.0,0.0,0.0,25.964733111106664
1457,115.76881317927794,0.8208932404401511,0.7519555216772563,56.3132290648461,210.28350700195605,0.9,5,0.9218753458036434,1.0146953242906702,56.3132290648461,7.413692472183468e-12,0.0,0.0,0.0,0.0,0.0,39.441989743351925,0.0,0.0,0.0,0.0,0.0,171.94290589913996,171.94290589913996,171.94290589913996,171.94290589913996,171.94290589913996,0.0,4.359387216972782,0.0,0.0,0.0,0.0,21.796936084863912
1458,103.88590499451229,1.1613747388117655,1.5661336578529448,58.688193791283,212.91748233781007,0.9,5,1.0999569549675994,0.9493451340406492,58.688193791283,4.427634164690166e-15,0.0,0.0,0.0,0.0,0.0,23.703691823910162,0.0,0.0,0.0,0.0,0.0,222.02679659963735,222.02679659963735,222.02679659963735,222.02679659963735,222.02679659963735,0.0,9.366760175968732,0.0,0.0,0.0,0.0,46.83380087984366
1459,111.78315776600992,0.8954641304788618,1.7865465335033286,74.65707379968268,169.39719928279777,0.9,5,0.9335356536080284,1.059807054070394,74.65707379968268,1.6778948771320513e-15,0.0,0.0,0.0,0.0,0.0,21.457119082372383,0.0,0.0,0.0,0.0,0.0,134.2928338606803,134.2928338606803,134.2928338606803,134.2928338606803,134.2928338606803,0.0,6.2586609761142435,0.0,0.0,0.0,0.0,31.293304880571217
1460,100.50742222073066,1.1489764424286901,0.16405834744527717,60.325142819849795,153.80327479289295,0.9,5,1.019130551907836,0.9395230724475068,60.325142819849795,7.515571428187465,1.7228535439568485e-15,0.0,0.0,0.0,0.0,12.695312081254404,219.5058773968056,0.0,0.0,0.0,0.0,150.15177256363137,300.30354512726274,300.30354512726274,300.30354512726274,300.30354512726274,0.0,11.827340013589891,1.2932902962395785,0.0,0.0,0.0,5.819806333078104
1461,109.69961212210157,1.036412491253778,1.981659750751974,65.66047096131601,187.97817702060408,0.9,5,0.951807891431692,1.0814499039199563,65.66047096131601,3.0336288593384315e-14,0.0,0.0,0.0,0.0,0.0,17.818865638780004,0.0,0.0,0.0,0.0,0.0,148.8993623199374,148.8993623199374,148.8993623199374,148.8993623199374,148.8993623199374,0.0,8.356276170346163,0.0,0.0,0.0,0.0,41.781380851730816
1462,94.92299348517538,0.7323783806482806,0.047879562329732964,61.4881585715514,154.2465662989542,0.9,5,1.0999344366317356,0.9151605699327191,61.4881585715514,38.12361665555051,14.759074739549604,2.299359648369743e-15,2.0985311485487164e-16,0.0,0.0,9.983605522643394,19.820060448847606,760.1991765090597,50.0,0.0,0.0,166.85050036105,333.7010007221,500.55150108315,667.4020014442,667.4020014442,0.0,16.71244922314122,11.19664275667648,0.6336072152746377,0.794523503603088,0.0,2.7808322626108075
1463,107.73278527468639,1.1090384642905957,0.6922476084245042,31.046262893435987,181.62945829701093,0.9,5,1.0993409083130312,0.9040561794034292,31.046262893435987,6.203068796035847e-13,0.0,0.0,0.0,0.0,0.0,45.56756878864907,0.0,0.0,0.0,0.0,0.0,198.77683310915512,198.77683310915512,198.77683310915512,198.77683310915512,198.77683310915512,0.0,4.362243551573255,0.0,0.0,0.0,0.0,21.811217757866277
1464,101.55303122302215,1.106513866329168,2.478593593726822,73.67273415312384,130.719114765899,0.9,5,0.9691149217458842,0.9422446437221565,73.67273415312384,4.1991904494445364e-15,0.0,0.0,0.0,0.0,0.0,15.090621353386021,0.0,0.0,0.0,0.0,0.0,121.00218448464918,121.00218448464918,121.00218448464918,121.00218448464918,121.00218448464918,0.0,8.01836992997633,0.0,0.0,0.0,0.0,40.09184964988165
1465,105.55778613936737,0.8117523074931102,0.19526660139537547,52.58302649873191,220.4769061039983,0.9,5,1.0680908931121404,0.9342242464888215,52.58302649873191,4.046195460193291e-12,1.7652503123869277e-18,0.0,0.0,0.0,0.0,154.63800378872992,75.0,0.0,0.0,0.0,0.0,226.8624891643025,453.724978328605,453.724978328605,453.724978328605,453.724978328605,0.0,1.467055210271903,1.9758270444905894,0.0,0.0,0.0,8.891221700207652
1466,107.21820465467901,1.0091103497720373,0.16188633393573643,64.25519425558198,184.60043426167593,0.9,5,1.0988267309831337,0.9372742056643867,64.25519425558198,3.8192068467788735e-12,2.0370306608941763e-17,0.0,0.0,0.0,0.0,188.11866431939475,75.0,0.0,0.0,0.0,0.0,194.7770475734308,389.5540951468616,389.5540951468616,389.5540951468616,389.5540951468616,0.0,1.0353945913773404,1.4805262718800871,0.0,0.0,0.0,6.662368223460392
1467,119.68296228450485,0.7457878414487136,2.3149696599275855,60.16058500499494,170.60805384937373,0.9,5,0.9824895749585376,1.0121251879776731,60.16058500499494,1.4240455684149826e-14,0.0,0.0,0.0,0.0,0.0,15.542193712387313,0.0,0.0,0.0,0.0,0.0,149.05129589878845,149.05129589878845,149.05129589878845,149.05129589878845,149.05129589878845,0.0,9.590106690022322,0.0,0.0,0.0,0.0,47.950533450111614
1468,104.26042554352787,1.2792740196426495,2.1229481850806162,45.84591272467106,190.35042609317696,0.9,5,1.0746009662691292,1.0378587810267863,45.84591272467106,3.116410913790507e-15,0.0,0.0,0.0,0.0,0.0,17.535699041192927,0.0,0.0,0.0,0.0,0.0,177.3802756155225,177.3802756155225,177.3802756155225,177.3802756155225,177.3802756155225,0.0,10.115380926579565,0.0,0.0,0.0,0.0,50.57690463289782
1469,102.98587320357349,1.1438330627583726,1.2768353316606798,62.23946890406843,192.2199606338174,0.9,5,1.042842591184499,0.9749478764516315,62.23946890406843,1.0369040628399648e-11,0.0,0.0,0.0,0.0,0.0,23.043837548446245,0.0,0.0,0.0,0.0,0.0,185.04542652976141,185.04542652976141,185.04542652976141,185.04542652976141,185.04542652976141,0.0,8.030148022903342,0.0,0.0,0.0,0.0,40.150740114516715
1470,100.61562727389986,0.9528370810582355,0.966037905890151,66.22573328867158,153.5905232893916,0.9,5,1.0577006874724768,1.0336184767058616,66.22573328867158,4.781601031648714e-13,0.0,0.0,0.0,0.0,0.0,33.70664824215183,0.0,0.0,0.0,0.0,0.0,141.45211715948145,141.45211715948145,141.45211715948145,141.45211715948145,141.45211715948145,0.0,4.196564314056851,0.0,0.0,0.0,0.0,20.982821570284255
1471,89.36916903667215,1.2106997608489904,1.1155439557771019,72.3392658272283,193.08883398301236,0.9,5,1.0695376095566322,0.9277714294484507,72.3392658272283,1.826613368853864e-11,0.0,0.0,0.0,0.0,0.0,26.002865522273467,0.0,0.0,0.0,0.0,0.0,200.33403383388912,200.33403383388912,200.33403383388912,200.33403383388912,200.33403383388912,0.0,7.704306037436048,0.0,0.0,0.0,0.0,38.52153018718024
1472,97.80871148904941,1.2468068534652326,2.3452874784981277,54.44092165241776,183.95686997475266,0.9,5,1.0368083104615515,1.0549312740334822,54.44092165241776,2.2047929974694947e-14,0.0,0.0,0.0,0.0,0.0,15.112293954748687,0.0,0.0,0.0,0.0,0.0,162.71696045598384,162.71696045598384,162.71696045598384,162.71696045598384,162.71696045598384,0.0,10.76719133066187,0.0,0.0,0.0,0.0,53.835956653309346
1473,87.09059159769085,1.2498476360879796,1.494819543511021,67.14848282833037,169.36417909377536,0.9,5,1.077879073272432,1.0307831717124867,67.14848282833037,3.112271942513134e-13,0.0,0.0,0.0,0.0,0.0,22.079694966202744,0.0,0.0,0.0,0.0,0.0,159.39209959498413,159.39209959498413,159.39209959498413,159.39209959498413,159.39209959498413,0.0,7.218944819616605,0.0,0.0,0.0,0.0,36.09472409808302
1474,111.42629512820344,0.9432328613202339,0.5707037954306852,54.37173120424917,193.86923218765818,0.9,5,1.000560917411079,1.0267138004320653,54.37173120424917,5.714246067307834e-11,0.0,0.0,0.0,0.0,0.0,48.328604520887346,0.0,0.0,0.0,0.0,0.0,170.0378226731255,170.0378226731255,170.0378226731255,170.0378226731255,170.0378226731255,0.0,3.518368145714535,0.0,0.0,0.0,0.0,17.591840728572674
1475,105.83663145439093,0.8782576606798109,1.2421186636737955,60.96796869596351,167.99537216905986,0.9,5,1.0289758644333795,1.0141224131274373,60.96796869596351,7.441615866735328e-15,0.0,0.0,0.0,0.0,0.0,29.49962678911521,0.0,0.0,0.0,0.0,0.0,153.41034075840795,153.41034075840795,153.41034075840795,153.41034075840795,153.41034075840795,0.0,5.2004163257758025,0.0,0.0,0.0,0.0,26.00208162887901
1476,96.27572269985077,1.1576367292497562,0.9441255983479574,87.47114645228719,190.4278148774227,0.9,5,1.0681243229302424,1.0530177733454762,87.47114645228719,6.315203338990777e-10,0.0,0.0,0.0,0.0,0.0,27.1724440099207,0.0,0.0,0.0,0.0,0.0,173.8437160164347,173.8437160164347,173.8437160164347,173.8437160164347,173.8437160164347,0.0,6.397794616964308,0.0,0.0,0.0,0.0,31.988973084821538
1477,79.23460621608652,1.1088249188838049,2.2752679841544476,57.636499100214586,187.23826964524807,0.9,5,1.0470753536220805,0.9764266864956682,57.636499100214586,6.887677497163261e-14,0.0,0.0,0.0,0.0,0.0,15.101787406190441,0.0,0.0,0.0,0.0,0.0,180.7071868279267,180.7071868279267,180.7071868279267,180.7071868279267,180.7071868279267,0.0,11.965946941740963,0.0,0.0,0.0,0.0,59.82973470870482
1478,88.94821018636694,1.127273123908605,2.1320351638040065,65.13301204902886,162.30493380058405,0.9,5,0.9795606950204111,0.9390923038177936,65.13301204902886,2.1197922457627642e-14,0.0,0.0,0.0,0.0,0.0,16.726414901103432,0.0,0.0,0.0,0.0,0.0,152.36923974494673,152.36923974494673,152.36923974494673,152.36923974494673,152.36923974494673,0.0,9.109497800087155,0.0,0.0,0.0,0.0,45.547489000435775
1479,100.61370801248788,1.2727012654865304,2.2185420648919782,69.54754289039289,175.9631851261742,0.9,5,1.0725156337963337,1.0231879866020783,69.54754289039289,7.234492216725369e-16,0.0,0.0,0.0,0.0,0.0,17.626220625902885,0.0,0.0,0.0,0.0,0.0,166.0016952333843,166.0016952333843,166.0016952333843,166.0016952333843,166.0016952333843,0.0,9.417883660745398,0.0,0.0,0.0,0.0,47.089418303726994
1480,108.63029409311183,1.1883176456693147,1.090232207315438,59.36755211971795,215.14424419338064,0.9,5,0.9396114758382204,0.9414560819737041,59.36755211971795,3.2337299982409706e-14,0.0,0.0,0.0,0.0,0.0,32.23744686077305,0.0,0.0,0.0,0.0,0.0,193.25043855764105,193.25043855764105,193.25043855764105,193.25043855764105,193.25043855764105,0.0,5.9945950246075705,0.0,0.0,0.0,0.0,29.972975123037852
1481,102.34731531809713,1.06545902093675,1.4040975940003004,49.627914579398805,166.59906261372836,0.9,5,0.9400360809597055,0.9963662132031537,49.627914579398805,1.3537117996818396e-14,0.0,0.0,0.0,0.0,0.0,25.523791667777427,0.0,0.0,0.0,0.0,0.0,141.46226061474673,141.46226061474673,141.46226061474673,141.46226061474673,141.46226061474673,0.0,5.542368565613082,0.0,0.0,0.0,0.0,27.71184282806541
1482,116.68429390389704,0.7613213953976659,0.5079966473201762,44.8219302755612,194.81802697600287,0.9,5,0.9983462565273278,1.098403920087181,44.8219302755612,3.8067249874530895e-14,0.0,0.0,0.0,0.0,0.0,68.31170989723581,0.0,0.0,0.0,0.0,0.0,159.36420103825347,159.36420103825347,159.36420103825347,159.36420103825347,159.36420103825347,0.0,2.3328972628264135,0.0,0.0,0.0,0.0,11.664486314132068
1483,104.3859081196849,1.2931807072542272,2.0834499413019887,54.95002048351005,203.11296035101296,0.9,5,0.9830902029959745,0.9996031828505643,54.95002048351005,1.773708283157213e-14,0.0,0.0,0.0,0.0,0.0,17.12042234287411,0.0,0.0,0.0,0.0,0.0,179.78186580784168,179.78186580784168,179.78186580784168,179.78186580784168,179.78186580784168,0.0,10.501018152900345,0.0,0.0,0.0,0.0,52.50509076450172
1484,103.51388033477848,0.7547348968428481,2.0426667728514665,46.40546404043664,192.31061949971246,0.9,5,0.9616937505412558,0.947962611401329,46.40546404043664,1.2049656117204293e-16,0.0,0.0,0.0,0.0,0.0,19.823266432550117,0.0,0.0,0.0,0.0,0.0,175.58659681311397,175.58659681311397,175.58659681311397,175.58659681311397,175.58659681311397,0.0,8.857601617299458,0.0,0.0,0.0,0.0,44.288008086497285
1485,83.48781942761639,1.2865540365652437,1.2194764635586413,60.554093241886875,207.68121193894353,0.9,5,0.9899363449001214,1.073384454430521,60.554093241886875,9.152321282285932e-14,0.0,0.0,0.0,0.0,0.0,27.9839110071072,0.0,0.0,0.0,0.0,0.0,172.38190948489802,172.38190948489802,172.38190948489802,172.38190948489802,172.38190948489802,0.0,6.160036366650731,0.0,0.0,0.0,0.0,30.80018183325365
