Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,Productividad_especifica_global
1256,109.97569427762897,1.1325549052198323,0.5969893824648077,59.25454377288948,174.71628806781777,0.9,8,1.0773641721903469,0.970555405282442,59.25454377288948,4.698536271167883e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.81557280146005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.5492954179356,174.5492954179356,174.5492954179356,174.5492954179356,174.5492954179356,174.5492954179356,174.5492954179356,174.5492954179356,0.0,4.0767712305832635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.61416984466611
1257,113.78134217194395,0.9715398665745967,0.8324381329686094,50.29865356422292,205.00232538788492,0.9,8,1.0482476022406741,0.9918985952488557,50.29865356422292,3.081594268626965e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5475236379706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.98351682706922,194.98351682706922,194.98351682706922,194.98351682706922,194.98351682706922,194.98351682706922,194.98351682706922,194.98351682706922,0.0,5.335067808109809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.68054246487847
1258,105.56007882044624,0.7632600050291106,0.9112017979538514,47.490706313806754,211.28531185019398,0.9,8,0.9530128096472467,0.9303931108699008,47.490706313806754,1.3274614510663993e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.830516665880644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7798685286417,194.7798685286417,194.7798685286417,194.7798685286417,194.7798685286417,194.7798685286417,194.7798685286417,194.7798685286417,0.0,4.656405993845046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.251247950760366
1259,95.11294885866228,0.8648896584238526,1.1805933571948073,65.51979490013555,184.44434605195198,0.9,8,1.0334483854596406,0.941278573491975,65.51979490013555,3.4312209093762103e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.902616756791215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.25458998250184,182.25458998250184,182.25458998250184,182.25458998250184,182.25458998250184,182.25458998250184,182.25458998250184,182.25458998250184,0.0,7.036145872587095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.289166980696756
1260,96.48315924727113,1.0308882522986262,1.4205359050552193,73.96382977751608,159.54173047670093,0.9,8,1.0577038211167702,1.0488160714504926,73.96382977751608,5.042531822622112e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.583580790074823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.804329654743,144.804329654743,144.804329654743,144.804329654743,144.804329654743,144.804329654743,144.804329654743,144.804329654743,0.0,5.890286321234583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.12229056987666
1261,85.4362647809102,1.1340668188550642,1.6063231266486258,69.49158687413552,156.43843600743537,0.9,8,1.0576109133103933,1.0544115770177063,69.49158687413552,8.001602249325355e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41396996752676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.2217967916957,141.2217967916957,141.2217967916957,141.2217967916957,141.2217967916957,141.2217967916957,141.2217967916957,141.2217967916957,0.0,6.594844253814293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.758754030514346
1262,105.69512646674147,1.1424635220773691,0.1433066481563221,43.43842688573504,189.932940833885,0.9,8,1.0674374439826222,0.9555275297090134,43.43842688573504,2.927193599583279e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.8349566279601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.95983520036214,190.95983520036214,190.95983520036214,190.95983520036214,190.95983520036214,190.95983520036214,190.95983520036214,190.95983520036214,0.0,0.7349274234635969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.879419387708775
1263,105.48095316254643,1.185861598884413,1.5841347534216836,46.34842788606492,157.51510340555524,0.9,8,0.9060407873636489,1.011644930734129,46.34842788606492,6.527733329180936e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.493805852499246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.96509771160865,126.96509771160865,126.96509771160865,126.96509771160865,126.96509771160865,126.96509771160865,126.96509771160865,126.96509771160865,0.0,5.183559405842749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.468475246742
1264,99.32380186462275,0.944411569923007,0.6087127734496235,62.00463524472632,180.89601221329212,0.9,8,0.9523129026000622,0.9752929975813149,62.00463524472632,2.6311200233381338e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.80078485264797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.9703260437161,158.9703260437161,158.9703260437161,158.9703260437161,158.9703260437161,158.9703260437161,158.9703260437161,158.9703260437161,0.0,3.396744873921097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.173958991368774
1265,102.63649738056786,1.26810981468244,0.8491546383384053,71.02206008284928,182.8189926753735,0.9,8,0.916117506434714,0.9906935781443089,71.02206008284928,2.2984252219095922e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.156418474708193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.1512958740969,152.1512958740969,152.1512958740969,152.1512958740969,152.1512958740969,152.1512958740969,152.1512958740969,152.1512958740969,0.0,4.883465536887963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.067724295103694
1266,111.83491866299804,0.7434039156713299,0.3626702057544415,60.856662673184694,183.2968754969443,0.9,8,0.9036496631148407,0.9874847660690977,60.856662673184694,4.4654556675637236e-11,1.7505541242428395e-11,1.6060425355290628e-12,3.261809666031415e-15,0.0,0.0,0.0,0.0,0.0,77.04130536259629,2.5820673086168213,6.586547046799293,17.093343008436968,0.0,0.0,0.0,0.0,0.0,150.9618668923383,301.9237337846766,452.88560067701485,603.8474675693532,603.8474675693532,603.8474675693532,603.8474675693532,603.8474675693532,0.0,1.9594925888370343,3.7918983290421906,5.253288741694426,5.845386211743983,0.0,0.0,0.0,0.0,37.99501037633589
1267,92.80591354678883,0.8882663927162714,0.8219982571904303,60.746809055038035,201.67710899272475,0.9,8,1.03806796122626,1.0583869865145372,60.746809055038035,1.1396358011059724e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.45145248885156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.02476147479317,178.02476147479317,178.02476147479317,178.02476147479317,178.02476147479317,178.02476147479317,178.02476147479317,178.02476147479317,0.0,4.629857910475784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03886328380627
1268,107.57911308197696,0.7411395286286887,0.8783480489058832,67.21535334372504,134.1891447620028,0.9,8,0.9845424914678585,0.9570479740458194,67.21535334372504,1.0328180561307014e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.833372376844565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.23977339200599,124.23977339200599,124.23977339200599,124.23977339200599,124.23977339200599,124.23977339200599,124.23977339200599,124.23977339200599,0.0,3.199304252702175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5944340216174
1269,98.9923069040446,1.1175664023406746,1.3066051082917647,71.15091597196249,181.32850609655623,0.9,8,0.9997202245649947,1.0986481585223629,71.15091597196249,1.5778540525892532e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.824438817641152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.5006788441041,148.5006788441041,148.5006788441041,148.5006788441041,148.5006788441041,148.5006788441041,148.5006788441041,148.5006788441041,0.0,5.750393257051555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.00314605641244
1270,96.00961495333878,0.864298364381124,0.019832731247842916,46.917821865388404,193.9649509052448,0.9,8,1.0248457529340376,0.9056132366569464,46.917821865388404,37.83924714996776,28.76067243454712,19.68209771912649,10.603523003705847,1.524948288285208,2.0727890842228715e-15,7.689406594342509e-16,0.0,0.0,10.843224230803735,13.83258470397907,19.124921896641805,31.186989068422758,97.77905929052929,1726.0276148170044,50.0,0.0,0.0,197.55203799626025,395.1040759925205,592.6561139887808,790.208151985041,987.7601899813012,1185.3122279775614,1382.8642659738216,1382.8642659738216,0.0,18.218938739185056,16.01179831780855,13.530735737486433,10.537834101909391,5.717303955136305,0.6242446426629559,0.709599878892398,0.0,3.54799939446199
1271,102.43637147233487,0.8740591856656629,1.5934958730331075,74.66111679515396,214.04834964584506,0.9,8,1.050083158352462,0.9524074065140399,74.66111679515396,6.794076915817615e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.624017164344664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.40039603748596,212.40039603748596,212.40039603748596,212.40039603748596,212.40039603748596,212.40039603748596,212.40039603748596,212.40039603748596,0.0,8.625741064907949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.00592851926359
1272,107.31881397692123,1.1098348710277213,0.9753942820789958,67.20129446675455,222.80530969742384,0.9,8,0.9695870070164858,0.9093825839519611,67.20129446675455,1.6153634722825557e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.51090430408003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.80024587042945,213.80024587042945,213.80024587042945,213.80024587042945,213.80024587042945,213.80024587042945,213.80024587042945,213.80024587042945,0.0,6.195150494655484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.561203957243876
1273,82.38105449055273,1.1970707361530888,1.5450923824147391,71.5981752247344,168.00975793183432,0.9,8,0.9071185290799009,0.9947655790523577,71.5981752247344,6.964251771852275e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.881525266380237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.88604162223106,137.88604162223106,137.88604162223106,137.88604162223106,137.88604162223106,137.88604162223106,137.88604162223106,137.88604162223106,0.0,6.603255263361002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.82604210688801
1274,118.85318646270015,1.099714260886745,1.3540372873717224,57.83035333968201,231.56075255153797,0.9,8,1.0400367254686358,1.0598699518978574,57.83035333968201,1.4482402956219398e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53055140273078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.50482416220797,204.50482416220797,204.50482416220797,204.50482416220797,204.50482416220797,204.50482416220797,204.50482416220797,204.50482416220797,0.0,7.708276434132401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.666211473059214
1275,93.84882691435965,1.0913723536902584,0.46964935089552023,65.33512165087467,213.6835461602877,0.9,8,1.0959433181630294,0.9200210286235677,65.33512165087467,1.503545906496658e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66974247826562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.08883883828065,229.08883883828065,229.08883883828065,229.08883883828065,229.08883883828065,229.08883883828065,229.08883883828065,229.08883883828065,0.0,2.9879954129651978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.903963303721586
1276,109.12677467605411,1.1367808703297775,1.5844088045195255,69.23093997104655,178.78931356714943,0.9,8,1.0224397246320325,0.9073840064931263,69.23093997104655,1.2608153754325626e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.967517387409423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.31371690527814,181.31371690527814,181.31371690527814,181.31371690527814,181.31371690527814,181.31371690527814,181.31371690527814,181.31371690527814,0.0,9.080433655693524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.64346924554819
1277,108.23658357950562,0.8691047784497276,2.2727892411596,50.39597183396672,187.589524148833,0.9,8,0.9946519423132025,1.0739980800953712,50.39597183396672,2.4709707264450193e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.510233342971159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3575011997317,156.3575011997317,156.3575011997317,156.3575011997317,156.3575011997317,156.3575011997317,156.3575011997317,156.3575011997317,0.0,10.080925137763252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64740110210602
1278,84.24713276296522,1.1296219170342,1.6370561635937515,48.71898363865526,164.80680360956845,0.9,8,1.023955434710229,0.9591497617536681,48.71898363865526,1.2718066552964516e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32504379091258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.34788900142715,158.34788900142715,158.34788900142715,158.34788900142715,158.34788900142715,158.34788900142715,158.34788900142715,158.34788900142715,0.0,6.788749912791991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.309999302335925
1279,76.64309251580283,0.860055435904323,2.3701845825806247,60.26796741145888,203.95165239355433,0.9,8,0.9583946838587047,0.9792505053390452,60.26796741145888,8.043985090345877e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.364817494467985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.64714903614407,179.64714903614407,179.64714903614407,179.64714903614407,179.64714903614407,179.64714903614407,179.64714903614407,179.64714903614407,0.0,10.345467154686501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76373723749202
1280,102.22080955725603,1.2850145667948163,0.14381403342258672,42.079958853785996,170.68727085127935,0.9,8,1.0722677987974243,1.0531489039631736,42.079958853785996,7.601270591637821e-12,1.5724002628197585e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.02930501155748,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.40733913193807,312.81467826387615,312.81467826387615,312.81467826387615,312.81467826387615,312.81467826387615,312.81467826387615,312.81467826387615,0.0,0.7665925202415319,1.1210818098511883,0.0,0.0,0.0,0.0,0.0,0.0,8.408113573883913
1281,112.63934734066065,1.2061139158534124,0.23383989729716506,39.292850502882104,182.53383909254694,0.9,8,0.9293491551382222,1.0135594915810746,39.292850502882104,3.033921174813951e-13,8.772429101393895e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.96171382992677,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.63141680233858,301.26283360467716,301.26283360467716,301.26283360467716,301.26283360467716,301.26283360467716,301.26283360467716,301.26283360467716,0.0,1.0839778285024189,1.8373974421685375,0.0,0.0,0.0,0.0,0.0,0.0,13.780480816264031
1282,109.07300398852567,1.0794947208646197,0.09033666883619332,63.52964563407798,163.7396662414287,0.9,8,0.9918209983824574,0.9283378172155634,63.52964563407798,30.180182578200103,2.2841964026483037e-15,2.4951554276807782e-17,0.0,0.0,0.0,0.0,0.0,0.0,8.239413340761361,410.906756883355,50.0,0.0,0.0,0.0,0.0,0.0,0.0,157.44311242230347,314.88622484460694,472.32933726691044,472.32933726691044,472.32933726691044,472.32933726691044,472.32933726691044,472.32933726691044,0.0,19.10853429860274,0.7512563568843731,1.0067850219075078,0.0,0.0,0.0,0.0,0.0,7.047495153352556
1283,111.38625838146501,1.1464249652715222,2.477602457441483,80.22725802393953,214.71154727029588,0.9,8,1.0732319732933913,0.9339337989739153,80.22725802393953,2.9038517932483684e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.279933854467236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.06260019399045,222.06260019399045,222.06260019399045,222.06260019399045,222.06260019399045,222.06260019399045,222.06260019399045,222.06260019399045,0.0,14.53295559450791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.26364475606329
1284,100.19090864865896,1.0593213081617339,1.8508713490260864,56.6119921884004,168.11270002038233,0.9,8,1.0865650168422345,0.9295349308532546,56.6119921884004,5.6529144722619275e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.905665515447318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.86139100251825,176.86139100251825,176.86139100251825,176.86139100251825,176.86139100251825,176.86139100251825,176.86139100251825,176.86139100251825,0.0,8.884977538945844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.07982031156676
1285,92.45894401868668,0.8842234892262272,1.6866137595480706,72.7254373766748,172.88195203642354,0.9,8,0.9545778121945976,0.968375437657529,72.7254373766748,1.1810845791056668e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92109514900595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.37682288581715,153.37682288581715,153.37682288581715,153.37682288581715,153.37682288581715,153.37682288581715,153.37682288581715,153.37682288581715,0.0,6.691513729546594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53210983637274
1286,90.51224368308539,1.1325192945743756,1.7369387788625616,63.8223274250701,161.25363952949803,0.9,8,0.9694780534315808,1.0430701468413845,63.8223274250701,5.470620878408201e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.647932544175866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.88898951800743,134.88898951800743,134.88898951800743,134.88898951800743,134.88898951800743,134.88898951800743,134.88898951800743,134.88898951800743,0.0,7.233455462071373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.86764369657099
1287,87.97274769008112,0.8735701304813377,0.42923234935253474,37.32872065767243,207.92157545245186,0.9,8,1.0482139438634128,1.0323681495113022,37.32872065767243,5.7899796593205586e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7148939335357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.00166292444345,190.00166292444345,190.00166292444345,190.00166292444345,190.00166292444345,190.00166292444345,190.00166292444345,190.00166292444345,0.0,2.7650724908085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.120579926468004
1288,100.33645124913295,1.0386364870414952,2.2824299803522945,50.34713325397809,203.57455240524746,0.9,8,0.9699717766063501,0.9960701761806339,50.34713325397809,9.931935117566426e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.843624142874132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.41655888439763,178.41655888439763,178.41655888439763,178.41655888439763,178.41655888439763,178.41655888439763,178.41655888439763,178.41655888439763,0.0,11.261095143098474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08876114478778
1289,96.0888293162648,1.1617169094388096,2.3259460357514636,49.86458121475688,192.6509396490132,0.9,8,1.0295905568942707,0.9754258499152159,49.86458121475688,3.116959026780687e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.031269848411256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.01383896172683,183.01383896172683,183.01383896172683,183.01383896172683,183.01383896172683,183.01383896172683,183.01383896172683,183.01383896172683,0.0,10.745754168107382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.96603334485906
1290,90.29221720917535,1.1158648405308145,1.3865755470832017,61.50652119536435,169.71023181653558,0.9,8,0.9396376923504978,1.0301060738338987,61.50652119536435,1.354589971371494e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01874685785863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.32498912365782,139.32498912365782,139.32498912365782,139.32498912365782,139.32498912365782,139.32498912365782,139.32498912365782,139.32498912365782,0.0,6.6286058853012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0288470824096
1291,110.48959789536114,1.2797186714353446,1.1416220514414983,70.88016977254792,214.1232208239147,0.9,8,1.0572088092255885,0.9445363405641466,70.88016977254792,6.277067541816281e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.343613326394802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.69912245158594,215.69912245158594,215.69912245158594,215.69912245158594,215.69912245158594,215.69912245158594,215.69912245158594,215.69912245158594,0.0,7.610149064894191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.88119251915353
1292,85.31312035596675,1.0220830512746188,1.3396201548792268,54.03562320249866,150.6952287398778,0.9,8,0.9411802035432392,0.9005712123723344,54.03562320249866,2.4911949848626498e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92284272756629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.7414055644704,141.7414055644704,141.7414055644704,141.7414055644704,141.7414055644704,141.7414055644704,141.7414055644704,141.7414055644704,0.0,6.183413080525856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.46730464420685
1293,82.93476206412853,0.7208723353265011,1.716520017654827,62.636020459227495,194.5721918074056,0.9,8,0.9799613469209167,0.9289917317225441,62.636020459227495,4.8615550574376244e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26901702630426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.72274680319603,184.72274680319603,184.72274680319603,184.72274680319603,184.72274680319603,184.72274680319603,184.72274680319603,184.72274680319603,0.0,9.113552303176359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.90841842541087
1294,89.57567566258334,0.7054387855765007,1.2248248121870073,67.95304970619222,182.31770235842157,0.9,8,0.9163345281664433,1.0775174151745703,67.95304970619222,2.4778663034730395e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.902538233355653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.54076572018576,139.54076572018576,139.54076572018576,139.54076572018576,139.54076572018576,139.54076572018576,139.54076572018576,139.54076572018576,0.0,4.515511465966505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.12409172773204
1295,91.9111132233081,0.8221683070711269,1.2890896291439182,45.94857244696087,219.86645732737963,0.9,8,0.9369821081464627,1.0033837509448083,45.94857244696087,5.391243789586419e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.455370541630245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.78457803705334,184.78457803705334,184.78457803705334,184.78457803705334,184.78457803705334,184.78457803705334,184.78457803705334,184.78457803705334,0.0,6.493838404483725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.95070723586979
1296,95.43380526323877,1.0005614565321008,2.19143759619787,56.72477623810948,121.6885224289164,0.9,8,0.9211325206045307,0.9291432358343472,56.72477623810948,8.227749808578336e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.591084995149426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.57543375821948,108.57543375821948,108.57543375821948,108.57543375821948,108.57543375821948,108.57543375821948,108.57543375821948,108.57543375821948,0.0,6.963943419717011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.71154735773608
1297,108.04796014868276,1.244423673270411,0.2264791419610216,69.62053942870081,200.18786650981477,0.9,8,1.0127071210717347,1.0215072768375395,69.62053942870081,3.6738424006226537e-13,1.2768929279475979e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.15874382420427,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.616946063127,357.233892126254,357.233892126254,357.233892126254,357.233892126254,357.233892126254,357.233892126254,357.233892126254,0.0,1.2304938810950483,2.099415428779389,0.0,0.0,0.0,0.0,0.0,0.0,15.745615715845418
1298,87.56862259551164,1.1004522618430452,0.018447281490723423,37.98689461867532,172.26493372803873,0.9,8,0.9311378834121425,0.918632727027878,37.98689461867532,32.00786134563312,26.028828072590915,20.049794799548714,14.070761526506512,8.09172825346431,2.112694980422109,6.382800223357625e-14,3.9846504431557534e-17,0.0,9.283735502859324,11.209068608457896,14.147655126204235,19.196320371126397,29.991229734886232,72.79543941906705,1687.541266415762,400.0,0.0,157.1489464205776,314.2978928411552,471.4468392617328,628.5957856823104,785.7447321028881,942.8936785234657,1100.0426249440434,1257.191571364621,0.0,16.927339902367624,15.336988102452175,13.609716777399893,11.675954435828448,9.37329585011188,6.0201309955359115,0.5964991173999606,0.5602046778748596,2.5209210504368684
1299,90.6982159243822,0.7252403250116654,0.8396894296186374,68.91516115633307,200.12226478861893,0.9,8,0.9869290899186777,0.9905193685602358,68.91516115633307,8.694055831518548e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.856091236887785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.45720380273104,179.45720380273104,179.45720380273104,179.45720380273104,179.45720380273104,179.45720380273104,179.45720380273104,179.45720380273104,0.0,4.39242224035138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13937792281105
1300,87.89061421588438,0.8487343196671739,1.0419810163240428,58.89402612420619,153.59394695849153,0.9,8,1.0108262089855429,1.0459491078173306,58.89402612420619,7.202380299054038e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.534444239511004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.59264554089947,133.59264554089947,133.59264554089947,133.59264554089947,133.59264554089947,133.59264554089947,133.59264554089947,133.59264554089947,0.0,4.6818029613458085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.45442369076646
1301,105.7772978875811,0.8327824276592379,2.3805641567162925,45.53226323748849,165.62597735388573,0.9,8,0.925372976756252,0.9935378567687452,45.53226323748849,1.860935251916632e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.884510956701034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.83640405160983,138.83640405160983,138.83640405160983,138.83640405160983,138.83640405160983,138.83640405160983,138.83640405160983,138.83640405160983,0.0,9.327575790396086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.62060632316869
1302,95.47004269471087,1.1690544894766663,0.026145104679296646,59.6631065507741,213.44534209484573,0.9,8,1.0637152036329514,1.070881607030416,59.6631065507741,50.45060259125305,41.238098631732,32.02559467221095,22.8130907126899,13.600586753168844,4.388082793647791,2.502436742442252e-14,1.3409981225632556e-16,0.0,6.414935401811993,7.712041714689914,9.670152008340898,12.973782109818776,19.782731650151884,43.26701074142729,1254.4535262150805,199.99999999999997,0.0,190.81525785513617,381.63051571027233,572.4457735654084,763.2610314205447,954.0762892756809,1144.8915471308171,1335.7068049859533,1526.5220628410896,0.0,29.745468333358055,27.014308338086337,24.055245091216012,20.75719653912377,16.870288819747845,11.46948557778076,0.9862897963117458,0.9821446451596687,4.41965090321851
1303,97.09198779096906,0.9236134269747728,0.7591555283212987,46.476204858091855,224.51319363779606,0.9,8,0.9758018903298683,0.9308015459082952,46.476204858091855,3.899914962344412e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.66118364740529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.83071702763084,211.83071702763084,211.83071702763084,211.83071702763084,211.83071702763084,211.83071702763084,211.83071702763084,211.83071702763084,0.0,5.341008450752307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72806760601844
1304,78.84211114017664,0.7294814908501344,1.2409910048856296,69.80431901838017,150.64955075421386,0.9,8,1.041821678626923,0.9045472024427624,69.80431901838017,2.617366686471095e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9111783633319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1609727878966,156.1609727878966,156.1609727878966,156.1609727878966,156.1609727878966,156.1609727878966,156.1609727878966,156.1609727878966,0.0,6.268710797629643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14968638103714
