Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,Productividad_especifica_global
25,92.93300948928331,0.9223343679814664,0.5203884916978726,53.11390461162915,201.70133371349493,0.9,8,0.9488750933119259,1.083358041304833,53.11390461162915,3.1365679115613845e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.533828423582605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.99677493159595,158.99677493159595,158.99677493159595,158.99677493159595,158.99677493159595,158.99677493159595,158.99677493159595,158.99677493159595,0.0,2.716322837812843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.730582702502744
26,116.17492037395759,0.8482571889252353,0.22229321842080857,53.61245187922858,151.94494825255236,0.9,8,0.9108419558529007,1.0668307759620768,53.61245187922858,1.6264219014722267e-11,9.347153064547273e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.66583115089736,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.75520923284469,233.51041846568938,233.51041846568938,233.51041846568938,233.51041846568938,233.51041846568938,233.51041846568938,233.51041846568938,0.0,0.9004315801359569,1.1409350410500387,0.0,0.0,0.0,0.0,0.0,0.0,8.55701280787529
27,86.91670155518676,1.0727869456656633,0.6008047309086103,87.66800756983845,178.39236747863868,0.9,8,1.0984557687963379,1.00702181828951,87.66800756983845,1.723651753023995e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.69726619016956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.1307761624188,175.1307761624188,175.1307761624188,175.1307761624188,175.1307761624188,175.1307761624188,175.1307761624188,175.1307761624188,0.0,3.5963163820841384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77053105667311
28,94.34808733996013,1.2340044452315668,1.4321927544486488,58.42064591797163,217.3185234239241,0.9,8,1.0111948236088453,0.9364729086101264,58.42064591797163,1.5382494620265158e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.832288506730727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.19268645802237,211.19268645802237,211.19268645802237,211.19268645802237,211.19268645802237,211.19268645802237,211.19268645802237,211.19268645802237,0.0,9.673410389062662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38728311250128
29,90.52362510689709,0.9855311786682766,0.34438343087752415,57.72624933089944,142.89302366289508,0.9,8,1.0612629657143349,1.0052462688310557,57.72624933089944,2.295429878333707e-12,2.4616217958389792e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59726342908831,19.8553542457797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.7700803245388,271.5401606490776,271.5401606490776,271.5401606490776,271.5401606490776,271.5401606490776,271.5401606490776,271.5401606490776,0.0,1.515337356614624,2.4808923387807416,0.0,0.0,0.0,0.0,0.0,0.0,18.606692540855565
30,100.33876969106096,0.9615211616296402,0.06710702494911028,70.10602540628166,196.07497887637209,0.9,8,0.9984253361901787,1.0109777679689258,70.10602540628166,41.665135243784334,13.224245081287012,1.3299225534326018e-14,4.641045427768745e-16,0.0,0.0,0.0,0.0,0.0,7.753943068884982,17.101231968861285,514.5977267131518,50.0,0.0,0.0,0.0,0.0,0.0,174.27643773688513,348.55287547377026,522.8293132106554,697.1057509475405,697.1057509475405,697.1057509475405,697.1057509475405,697.1057509475405,0.0,22.47584695794602,14.023352277521322,0.9691843560646581,1.1826318080322835,0.0,0.0,0.0,0.0,7.687106752209842
31,104.47495465095656,0.902004250501183,1.848523945085116,48.39932112791874,203.85748329380505,0.9,8,1.0905727207782543,0.9031020798103087,48.39932112791874,1.9586629282342883e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.138976487399802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.5577548310893,221.5577548310893,221.5577548310893,221.5577548310893,221.5577548310893,221.5577548310893,221.5577548310893,221.5577548310893,0.0,7.603484457557894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.827875660463164
32,97.20192417918945,0.9727263801765156,0.02844860553818245,82.09630694063132,189.64580305393295,0.9,8,0.9307566721854527,1.0040235951355092,82.09630694063132,70.5587485724681,59.021190204304894,47.483631836141676,35.94607346797845,24.40851509981525,12.870956731652036,1.3333983634888191,6.283514707149838e-15,0.0,5.3235423754024165,6.276200083721034,7.645769364913007,9.784845242666487,13.606565169971772,22.495257037919817,79.69608598378412,1159.5850525553967,0.0,158.22604932758944,316.4520986551789,474.67814798276834,632.9041973103577,791.1302466379472,949.3562959655366,1107.582345293126,1265.8083946207155,0.0,29.721947938026666,27.280959018730833,24.66435563381196,21.801460996712375,18.555050532175745,14.575841105563047,7.647556527154149,0.9704043782244093,4.366819702009842
33,91.63484928080406,1.0228749818972211,0.3303068421637485,59.625193585186466,176.23416409463417,0.9,8,1.0842596429536597,0.9098605221570965,59.625193585186466,8.091103749718032e-12,3.645763854096197e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.69942603113589,23.326657354221126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.01274257511201,378.02548515022403,378.02548515022403,378.02548515022403,378.02548515022403,378.02548515022403,378.02548515022403,378.02548515022403,0.0,2.107178952399351,3.34458625679671,0.0,0.0,0.0,0.0,0.0,0.0,25.084396925975327
34,70.99338468938276,1.1455170107910198,1.3657845169703784,65.23343514859074,225.39494379274834,0.9,8,0.9642357995868749,0.9073626307165088,65.23343514859074,3.5374218151778564e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.73668455797032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.57035725760207,215.57035725760207,215.57035725760207,215.57035725760207,215.57035725760207,215.57035725760207,215.57035725760207,215.57035725760207,0.0,8.375995624923751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.00796499939001
35,97.01075057396416,1.041696643464138,1.750487353083151,51.705393564965775,221.5940028016385,0.9,8,0.938966733388755,1.0524550963326518,51.705393564965775,6.224846213223223e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.62493736639369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.92916572574168,177.92916572574168,177.92916572574168,177.92916572574168,177.92916572574168,177.92916572574168,177.92916572574168,177.92916572574168,0.0,9.066483240371136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5318659229691
36,109.29058403473492,0.7082635429636865,0.8181118883019068,88.93817191949337,232.20042623119693,0.9,8,0.9342879022647317,1.0382493741878662,88.93817191949337,1.022394764651648e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.047304833969484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.05486337845866,188.05486337845866,188.05486337845866,188.05486337845866,188.05486337845866,188.05486337845866,188.05486337845866,188.05486337845866,0.0,4.472459391179135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.77967512943308
37,95.07693267639607,1.125291501081731,0.2543643053921257,53.653668859331525,199.40251227392162,0.9,8,0.9809149531801714,0.9304356064436784,53.653668859331525,3.944735484306323e-12,2.0456994098305006e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.88927976724854,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.198708833721,378.397417667442,378.397417667442,378.397417667442,378.397417667442,378.397417667442,378.397417667442,378.397417667442,0.0,1.5913857767842348,1.9516159847603929,0.0,0.0,0.0,0.0,0.0,0.0,14.637119885702944
38,99.13327023262156,0.7431008637186516,1.6004353077432283,48.27823262600492,161.24389716370436,0.9,8,1.07442326796333,0.9130665045918952,48.27823262600492,3.970197265179698e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.019240756440567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.7649712837548,170.7649712837548,170.7649712837548,170.7649712837548,170.7649712837548,170.7649712837548,170.7649712837548,170.7649712837548,0.0,6.5630266802264465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.50421344181157
39,92.7501711902008,0.7596802409057877,2.1009984241112316,75.11941514667565,169.10114391671905,0.9,8,0.9226129319013829,0.9746608763180599,75.11941514667565,3.3446547172944515e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82433764862481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0638640278947,144.0638640278947,144.0638640278947,144.0638640278947,144.0638640278947,144.0638640278947,144.0638640278947,144.0638640278947,0.0,8.562825297296042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.50260237836834
40,108.84657606901825,0.7897252168388472,0.8438262481449597,43.70887320931989,180.32157765387586,0.9,8,0.9718285227243175,1.0175150499029741,43.70887320931989,1.5890603886576518e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.858979815882535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.00260875655383,155.00260875655383,155.00260875655383,155.00260875655383,155.00260875655383,155.00260875655383,155.00260875655383,155.00260875655383,0.0,3.4553306694164814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64264535533185
41,96.69835521973884,0.7616666290031913,0.34203965196408753,60.15775905811287,203.79088385661308,0.9,8,1.0409045691526844,1.058089647324541,60.15775905811287,9.049251328210656e-13,7.323874429530576e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.05323060435101,14.082322633811561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.43289283186178,360.86578566372356,360.86578566372356,360.86578566372356,360.86578566372356,360.86578566372356,360.86578566372356,360.86578566372356,0.0,1.9390287866418798,3.368310283156126,0.0,0.0,0.0,0.0,0.0,0.0,25.262327123670943
42,105.278642959685,0.9068081454907295,1.0751524922920577,61.34103833218418,233.25298259986664,0.9,8,1.0723895333216653,0.9441757429917079,61.34103833218418,2.047660453000055e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.003376390724604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.4346909053338,238.4346909053338,238.4346909053338,238.4346909053338,238.4346909053338,238.4346909053338,238.4346909053338,238.4346909053338,0.0,7.69060401358954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.52483210871632
43,94.68467318568429,1.0191628189024409,2.2423723853452953,55.60654750866584,195.21455240408324,0.9,8,1.0037612181868574,1.0337869613603348,55.60654750866584,6.781077699197907e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.368001254249037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.59019297745104,170.59019297745104,170.59019297745104,170.59019297745104,170.59019297745104,170.59019297745104,170.59019297745104,170.59019297745104,0.0,9.822096997817557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57677598254045
44,101.30413042264468,1.2872598767321826,1.1585887063383564,64.85556165155442,230.54280697685252,0.9,8,0.970380689810473,0.956743031408672,64.85556165155442,7.34314876434414e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71648037349835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.4461204824113,210.4461204824113,210.4461204824113,210.4461204824113,210.4461204824113,210.4461204824113,210.4461204824113,210.4461204824113,0.0,7.592815452990685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.74252362392548
45,97.21449214762251,0.8406748149620752,1.6420850968102527,40.02261793685094,223.13156545961226,0.9,8,1.021414018851567,0.9884290643830549,40.02261793685094,9.455314546634958e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.50993528944046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.51993794911124,207.51993794911124,207.51993794911124,207.51993794911124,207.51993794911124,207.51993794911124,207.51993794911124,207.51993794911124,0.0,10.118020121494624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.94416097195698
46,99.22297014050586,1.0836807043509438,0.11473195576647288,36.516268308322054,170.31741964724574,0.9,8,1.0743750027930739,0.9050149961157401,36.516268308322054,1.6229343820945799e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.1762099672645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.97079727420956,181.97079727420956,181.97079727420956,181.97079727420956,181.97079727420956,181.97079727420956,181.97079727420956,181.97079727420956,0.0,0.5544911293002046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.435929034401637
