Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,e0_st9,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,Productividad_especifica_global
189,94.45945190326405,0.8084215563992296,0.03956194405886998,72.937440720579,158.9849487840131,0.9,9,1.0881893972735934,0.9953174780063593,72.937440720579,55.291278723660206,37.64511672674142,19.998954729822625,2.3527927329039655,2.2008832402531062e-13,5.825952018731655e-16,0.0,0.0,0.0,0.0,7.00134728549922,9.716710156233932,15.988173745970554,54.09433333061347,758.313353640926,150.0,0.0,0.0,0.0,0.0,156.43768493390073,312.87536986780145,469.31305480170215,625.7507397356029,782.1884246695037,938.6261096034044,938.6261096034044,938.6261096034044,938.6261096034044,0.0,22.34394018104277,18.71481605792149,14.34934682960799,7.2090630194409995,0.9255419983772145,0.9432348321885301,0.0,0.0,0.0,6.131026409225445
190,93.96283540903036,1.247204332282425,1.6409606259750327,47.808150538468624,163.98023828371353,0.9,9,1.0968118151790178,1.0196481150749124,47.808150538468624,2.85165483981569e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.362784343521618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,158.7507632601376,0.0,7.431183159805648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.88064843825082
191,95.40361343341688,1.1339251562258488,1.4468632867729105,76.16422180106004,189.8302224680303,0.9,9,1.0033140901125939,1.0295217997538395,76.16422180106004,9.220509227925111e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7393907021768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,166.49808025359937,0.0,7.013578500914609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.12220650823148
192,102.48401629353275,0.8655944026860696,1.375807357128885,55.069119501834095,153.6970578749397,0.9,9,0.9480231606995934,0.9195711330894262,55.069119501834095,2.086299649119459e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48347965974443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,142.60727508547507,0.0,5.188836233657655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6995261029189
193,94.14595338287069,1.1044895816358538,1.2642053244367601,44.73307384221611,185.48510676122834,0.9,9,0.9601976695063741,0.970759874381219,44.73307384221611,3.9307502066872545e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.065558389781106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,165.1202678916024,0.0,5.315219698285484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.83697728456936
194,99.81339077985234,1.1506805043516155,1.1743527021739728,67.33495998865989,182.9350494348125,0.9,9,0.9869694664181466,0.922954316791509,67.33495998865989,7.904953954859692e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27432376928284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,176.0609104486976,0.0,6.014175146666785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12757632000106
195,89.26455668691163,0.8378021189576337,1.4060440743698528,72.61507165515755,201.70261689133213,0.9,9,1.0241613280720323,1.0913764418207765,72.61507165515755,1.1192882670547369e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25676856224177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,170.3522367422139,0.0,7.022874308467666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.205868776208995
196,90.17921105996027,0.9211850940437027,1.4027512142849599,66.70579527268973,164.83633603063197,0.9,9,1.054838519219222,0.9145915685322785,66.70579527268973,2.3350120787458435e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.087520275289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,171.1016702264117,0.0,7.746531439196267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7187829527664
197,84.09037595610309,1.276714418901417,1.8727997755279249,58.603959249333116,189.50541136284468,0.9,9,1.0649603185061107,0.9594137976096773,58.603959249333116,4.72865482251783e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5568971360263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,189.31786198174004,0.0,10.202021415218116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.81819273696303
198,104.00484578722079,1.1326698619709883,1.8816134443332224,61.18534656885541,172.73156513017665,0.9,9,1.0041605014374457,1.0247776654794323,61.18534656885541,3.0734870050932685e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94557994062486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,152.3307921398164,0.0,7.6373207795052025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.73588701554682
199,93.5373277907898,1.2094697085359039,1.855314494742895,60.464492079861294,207.96170865721604,0.9,9,1.0482136171613319,0.9323576604265154,60.464492079861294,1.8117404315521703e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.265714648649784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,210.42296717615824,0.0,10.922146985650777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.29932287085697
200,100.13898446721366,0.9024843201304057,1.6183319696456673,37.104631438470044,145.25925779671977,0.9,9,1.0630276729879589,0.9321027668970486,37.104631438470044,6.59329411396654e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36947779422841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,149.0963814845045,0.0,4.606079295820116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.454713662381046
201,86.90429950885363,0.8191669824630252,1.5879156804098802,60.435705162598275,179.2089387465286,0.9,9,0.9971196269522559,1.0379026982428061,60.435705162598275,1.1210325883321074e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.811992859400068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,154.95043553387168,0.0,6.792498861844143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.132489756597295
202,96.86869230888153,0.9405815374507324,0.16413021559781796,60.65888272653981,170.8125690444596,0.9,9,0.9802544842468535,0.980555976740048,60.65888272653981,3.3030988757568084e-13,1.4888743672466406e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10947461238294,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6840442249954,307.3680884499908,307.3680884499908,307.3680884499908,307.3680884499908,307.3680884499908,307.3680884499908,307.3680884499908,307.3680884499908,0.0,0.7679998387017168,1.1172573713902758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.496687656817345
203,98.71069298986907,1.2079011682519316,0.6216914160754022,66.09124943540566,185.01546414654757,0.9,9,0.9926550273170145,1.0798756395707227,66.09124943540566,6.846240221757244e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.79570137498635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,153.06473402856125,0.0,2.9551628796454654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59646591680919
204,87.69687471786156,0.7096522492046753,0.8123754082771637,57.474511960188266,172.27881774898697,0.9,9,0.9668008681414015,1.0931275416034982,57.474511960188266,1.1399201743038966e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83845342475221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,137.13256120689596,0.0,3.5308450546977688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.777605492279914
205,76.91025590742696,0.7946225583778227,2.157268993516915,51.288793867640806,214.3338348857466,0.9,9,1.0848872419787337,1.0061126559927984,51.288793867640806,6.690223452023827e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88722427088172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,208.0037831213094,0.0,13.092518842485344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8326695823681
206,96.87021129168804,0.7186896403193801,2.4983460569867537,56.87962613868267,184.9515026931354,0.9,9,1.0870933927112905,1.0081037897538403,56.87962613868267,7.824074969627206e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.697030843341375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.498978908654,179.498978908654,179.498978908654,179.498978908654,179.498978908654,179.498978908654,179.498978908654,179.498978908654,179.498978908654,0.0,13.10495544338465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.94459899046184
207,97.07698499801586,0.756308635986777,2.0795071036880888,47.9726462259365,189.30018447134688,0.9,9,0.9414776396004224,1.0586036333531412,47.9726462259365,1.3661535967885406e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3204029973973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,151.5200748543996,0.0,8.270564510831198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.43508059748078
208,99.7098998519995,1.280431081091542,2.274232929444701,54.859765146653075,172.86095292818084,0.9,9,1.0516234622647525,0.9145702795093869,54.859765146653075,1.4758868831169703e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.764309783970173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,178.88857105176348,0.0,11.347694475889142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.12925028300225
209,82.1592140850815,0.8194835735764237,0.9057924522051004,50.32012627338031,184.4515280610471,0.9,9,1.0598148616078629,0.9258911554097408,50.32012627338031,1.4074261965214862e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.45343744911845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,190.01804109359009,0.0,5.515212854282325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.63691568854092
210,113.74376337666476,1.2992768995211978,1.6253753217337157,71.07571622822545,196.31162131384764,0.9,9,0.9766751235838852,0.9733387657212529,71.07571622822545,2.765135428827073e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99725978618683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,177.28607488372398,0.0,9.33219195184303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.98972756658729
211,98.57017093417716,1.1920268091025283,1.5605262633866015,59.3847347530557,225.5833280080376,0.9,9,1.032591191340507,1.0024125040532132,59.3847347530557,2.026229134507319e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.297339936370282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,209.1372771441501,0.0,8.607414543807572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.46673089426815
212,113.27735676514405,0.9710871378605348,2.3100623078563265,72.99800644965697,204.2068488485083,0.9,9,1.0119243506246474,1.0041428433129844,72.99800644965697,1.3552032205173488e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.680387446375558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,185.21039696814438,0.0,11.811595702053575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.30436131848217
213,114.86346277509162,1.1340021578504107,2.2349596504952727,59.04525294142234,149.98152081432673,0.9,9,1.069499422494939,1.0719667535424906,59.04525294142234,3.71921509937855e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.660677718207566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,134.67267938037716,0.0,8.599415798193888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.394742183745
214,95.66619452049935,1.0144932547700174,2.340123555887662,58.681784988100276,189.87405711266348,0.9,9,0.9277221745840225,0.9735981703630916,58.681784988100276,1.1859285537971e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42664534211676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,162.8344636128087,0.0,9.912825182589936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.21542664330941
215,88.78139364498338,1.069454547234218,1.32990372040093,48.63542613185671,207.25728913306588,0.9,9,0.9805426593473053,1.0067029680558293,48.63542613185671,3.1074253145795415e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3077307425668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,181.6843278641665,0.0,6.90611933207128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.155073988641526
216,103.56713712321603,0.780751397275859,0.8548775894174914,63.069838458062,186.70406905137244,0.9,9,0.9400852810293021,1.048133965912371,63.069838458062,2.986573509197854e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2764443136303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,150.71162431380745,0.0,3.651274396812312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.861469571310806
217,125.79900920993438,1.227164595807655,1.004983138359431,75.0472708189887,190.31039061237018,0.9,9,1.029924426317118,1.0079993014353115,75.0472708189887,2.0628320106507075e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.779064354848067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.004871169139,175.004871169139,175.004871169139,175.004871169139,175.004871169139,175.004871169139,175.004871169139,175.004871169139,175.004871169139,0.0,6.080978485308471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.728806367776244
218,103.2398992491287,1.1696752710229896,0.436681526975587,70.28764112928575,183.10191160120903,0.9,9,1.0291977896225135,1.0417255115862607,70.28764112928575,1.0924982566304123e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.08375905973791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.809946132355,162.809946132355,162.809946132355,162.809946132355,162.809946132355,162.809946132355,162.809946132355,162.809946132355,162.809946132355,0.0,2.0850679845958413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.765611861362572
219,119.57141045835985,0.795659135503046,2.4779230161897243,56.68241503951228,223.16236069352874,0.9,9,0.9557944779362219,1.0031681637563228,56.68241503951228,2.6329486287968133e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.177281861311261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,191.36135272860187,0.0,12.608407386595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4756664793613
220,99.20322546818711,0.9123567990682684,0.7313415245186334,77.61074972309987,187.01994581110958,0.9,9,1.060050577088219,1.0145888911569034,77.61074972309987,9.721128795094855e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62182212000744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,175.85993981484833,0.0,4.329198707416725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.96278836675052
221,99.34523246732074,1.0832829522782055,1.93156696719675,59.54197919129741,166.9442386929627,0.9,9,1.0218902942840742,0.9324724030678306,59.54197919129741,2.351479580304386e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3622047601704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,164.65777108377898,0.0,8.967211358024905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.70490222222413
222,86.22781406716226,1.0670166817679123,1.8259164983992384,54.23326698773726,160.74345153619058,0.9,9,1.0074276395332071,0.9524173382769979,54.23326698773726,1.8748984634758703e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.758625285010083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,153.0249928251357,0.0,7.371634235126153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.34470811613538
223,98.51122908279294,1.088408810825701,1.6696352425339736,52.85899334538725,200.4398411812972,0.9,9,1.0653946586070415,1.060421168780503,52.85899334538725,4.830443958164378e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11948151251473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,181.24193311885878,0.0,8.193769506591552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74392555932396
224,110.57444720018775,0.9495658249962935,1.0969310040463587,65.55000934429407,169.5615459301806,0.9,9,0.9872871521568272,1.0549475947685014,65.55000934429407,2.2387543164777073e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16876509766094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,142.8178451367601,0.0,5.457569151764279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.11812236587851
225,90.87672388875357,1.0742677014547755,1.6410049020429212,60.81212239673123,196.07166841223426,0.9,9,1.0928714164171707,0.9619058048987666,60.81212239673123,8.966796604142933e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.617005714777243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,200.49053534878814,0.0,8.489244477903501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.40320030113152
226,112.28114593473484,1.0853222645724871,0.05509557802104942,58.94488190401952,191.330076264382,0.9,9,0.9461987148849933,1.0094248194438566,58.94488190401952,37.07899252136549,15.213103138711602,7.88818802043009e-14,1.2658998266126888e-15,0.0,0.0,0.0,0.0,0.0,0.0,8.413601399144216,16.169963122657844,597.0167322897182,75.0,0.0,0.0,0.0,0.0,0.0,0.0,161.41137201476113,322.82274402952226,484.2341160442834,645.6454880590445,645.6454880590445,645.6454880590445,645.6454880590445,645.6454880590445,645.6454880590445,0.0,19.184575588662778,13.131649144827035,0.7790120412235121,0.9268521575633744,0.0,0.0,0.0,0.0,0.0,6.951391181725308
227,98.31559648075634,1.2625176899205188,1.3217432380215282,64.34166547519814,163.92232382498244,0.9,9,1.0010422092808804,0.9562221300856265,64.34166547519814,8.646511529955623e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.165554056835607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,154.4451273678116,0.0,6.391127097875266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.520143880877406
228,78.96169281500444,1.2370392179519467,0.21942468247768893,72.4993189235118,197.5116369942121,0.9,9,1.0559622622943607,0.9463583376429898,72.4993189235118,8.718028873006224,1.7028957302913658e-12,1.2135799621859894e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.653353387800994,133.3673303224119,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.3480718248778,396.6961436497556,595.0442154746333,595.0442154746333,595.0442154746333,595.0442154746333,595.0442154746333,595.0442154746333,595.0442154746333,0.0,20.54706420211774,2.7736977153146425,2.729301666926014,0.0,0.0,0.0,0.0,0.0,0.0,21.83441333540811
229,95.71870463283194,0.7150492721418293,0.3877078197055184,56.72260331214094,203.75667631198425,0.9,9,0.999988643043154,0.9548309974852489,56.72260331214094,1.0468622670603596e-10,1.0087413396376829e-10,9.706469537154623e-11,9.325811457355327e-11,8.945461941113297e-11,8.565446589127004e-11,8.185794299918475e-11,7.806537857905393e-11,7.427714657913348e-11,0.0,69.68708125641639,0.09567518615892952,0.0992908076115267,0.10318761306607847,0.10739949305404739,0.11196598112326633,0.1169334736275171,0.12235677884644182,0.12830110364779929,0.0,192.05380482362992,384.10760964725984,576.1614144708898,768.2152192945197,960.2690241181496,1152.3228289417796,1344.3766337654095,1536.4304385890393,1728.4842434126692,0.0,2.7559455979647116,5.504334154001848,8.24477011110102,10.97681847886297,13.699999050353057,16.413779487430652,19.117566994166047,21.810698212759362,24.492426860119703,122.4621343005985
230,108.22193477924928,1.1282216577863051,2.325015357166454,50.294445633098036,189.39030045295107,0.9,9,0.9851524731963488,1.0959136911955631,50.294445633098036,5.841958757988965e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.790878562486702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,153.22419269931072,0.0,10.359370611555482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.23433550399932
231,89.25588677946074,1.1351352368241645,1.5400838588888186,68.87940878090659,175.18851623104226,0.9,9,0.9158788646322398,1.0203318813280968,68.87940878090659,2.5738010921188766e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.580422945244212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,141.52876730667322,0.0,7.617090726285027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55381653656524
232,97.33842976282526,1.1620248591755236,0.8718443247854986,55.54860158626479,145.71321099406777,0.9,9,0.9117515214945666,0.9019302074291567,55.54860158626479,5.777395192080724e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.647555255038867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,132.56992243773115,0.0,4.188946709133989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7005203822059
233,86.69943503532961,1.2694318969542218,2.434421561988941,72.6146656209513,216.35991130867313,0.9,9,0.9893768944728923,1.045044829350975,72.6146656209513,7.93270249976769e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04304498158196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,184.35127567183264,0.0,11.491040253485238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.41936228136711
234,104.87072415044423,0.9446794039391808,1.297081136339331,52.84675698175246,147.1215644533686,0.9,9,1.0365653645444075,1.096192672622419,52.84675698175246,7.046717720118067e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.956642503113123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,125.20700941432986,0.0,4.179607557866948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61646802080253
