Model,K,k,kd,e0,Si,Xopt,nlotes,V,Mbiocat,efinish0,efinish1,efinish2,efinish3,efinish4,efinish5,efinish6,efinish7,efinish8,efinish9,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,Productividad_especifica_global
3166,10.0,1.0,0.6693651753584148,18.0,200.0,0.9,9,1.0,1.0,18.0,1.3795260592421694e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
3167,10.0,1.0,0.7358424750835378,18.0,200.0,0.9,9,1.0,1.0,18.0,3.2585317101759345e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3168,10.0,1.0,1.0423754084715156,18.0,200.0,0.9,9,1.0,1.0,18.0,1.9896814669014366e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.247544498043695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433
3169,10.0,1.0,0.5396081421812026,18.0,200.0,0.9,9,1.0,1.0,18.0,2.388366839739923e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
3170,10.0,1.0,0.6752312849891187,18.0,200.0,0.9,9,1.0,1.0,18.0,1.058740057071706e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
3171,10.0,1.0,0.7832580381010253,18.0,200.0,0.9,9,1.0,1.0,18.0,4.2414175749648256e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3172,10.0,1.0,0.6161534694583419,18.0,200.0,0.9,9,1.0,1.0,18.0,1.4592580593724056e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.396071196869926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19171169515777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19171169515777
3173,10.0,1.0,0.08128805133221781,18.0,200.0,0.9,9,1.0,1.0,18.0,1.4964242078397976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.598511298840247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882639133715712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882639133715712
3174,10.0,1.0,0.5771737018243267,18.0,200.0,0.9,9,1.0,1.0,18.0,2.5823954049366028e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
3175,10.0,1.0,0.1994794608304478,18.0,200.0,0.9,9,1.0,1.0,18.0,2.9761959495061084e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.16663531912346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881062999526345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881062999526345
3176,10.0,1.0,0.30382880657988315,18.0,200.0,0.9,9,1.0,1.0,18.0,9.478761946570713e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.05351747483536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428
3177,10.0,1.0,0.6404976904764189,18.0,200.0,0.9,9,1.0,1.0,18.0,5.074105184179246e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125
3178,10.0,1.0,0.976523504379734,18.0,200.0,0.9,9,1.0,1.0,18.0,3.2585127867672584e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
3179,10.0,1.0,0.9939583823453123,18.0,200.0,0.9,9,1.0,1.0,18.0,1.0963327526649967e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.247544498043695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433
3180,10.0,1.0,0.9869771008517453,18.0,200.0,0.9,9,1.0,1.0,18.0,1.4022018890451449e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.247544498043695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433
3181,10.0,1.0,0.9641909735177486,18.0,200.0,0.9,9,1.0,1.0,18.0,5.302218367439214e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
3182,10.0,1.0,0.8521263426464324,18.0,200.0,0.9,9,1.0,1.0,18.0,3.6199888108505487e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
3183,10.0,1.0,0.33164164080330133,18.0,200.0,0.9,9,1.0,1.0,18.0,7.646193632285173e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95449967561788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363
3184,10.0,1.0,0.25181193997853213,18.0,200.0,0.9,9,1.0,1.0,18.0,2.0114669340066026e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43174951342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909
3185,10.0,1.0,0.46394832998194047,18.0,200.0,0.9,9,1.0,1.0,18.0,1.540027644278684e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
3186,10.0,1.0,1.264334998179914,18.0,200.0,0.9,9,1.0,1.0,18.0,5.91436930742907e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
3187,10.0,1.0,0.374180053754658,18.0,200.0,0.9,9,1.0,1.0,18.0,9.259636438850596e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.77430323546137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2011804794191523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2011804794191523
3188,10.0,1.0,0.8934003924801636,18.0,200.0,0.9,9,1.0,1.0,18.0,8.67250480291076e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
3189,10.0,1.0,0.8018108435005772,18.0,200.0,0.9,9,1.0,1.0,18.0,3.3612972892588026e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.297053397652434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695
3190,10.0,1.0,0.4420106765301207,18.0,200.0,0.9,9,1.0,1.0,18.0,6.388998027906268e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
3191,10.0,1.0,0.5431953984800448,18.0,200.0,0.9,9,1.0,1.0,18.0,1.9312882784060894e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
3192,10.0,1.0,0.8557639366306975,18.0,200.0,0.9,9,1.0,1.0,18.0,3.072077759954015e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
3193,10.0,1.0,1.1227527751757929,18.0,200.0,0.9,9,1.0,1.0,18.0,2.9822666522910574e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.312888268317582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968
3194,10.0,1.0,0.1273251431923703,18.0,200.0,0.9,9,1.0,1.0,18.0,9.600199767722498e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.1169620423181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973582773319993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973582773319993
3195,10.0,1.0,0.5235973159596728,18.0,200.0,0.9,9,1.0,1.0,18.0,3.216863524248243e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
3196,10.0,1.0,0.13365029031309786,18.0,200.0,0.9,9,1.0,1.0,18.0,1.7345877147061256e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.7034657542759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6957773042397865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6957773042397865
3197,10.0,1.0,0.5810707818516443,18.0,200.0,0.9,9,1.0,1.0,18.0,2.0502226907819872e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
3198,10.0,1.0,0.800428791066975,18.0,200.0,0.9,9,1.0,1.0,18.0,2.0269268001729238e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3199,10.0,1.0,0.08017652694108572,18.0,200.0,0.9,9,1.0,1.0,18.0,1.7220923931787724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27080765769622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.149471586332273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.149471586332273
3200,10.0,1.0,0.7771275458846658,18.0,200.0,0.9,9,1.0,1.0,18.0,5.520790185868827e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3201,10.0,1.0,1.139764028744807,18.0,200.0,0.9,9,1.0,1.0,18.0,3.976893833045531e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.60793737835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563
3202,10.0,1.0,0.7377863921270266,18.0,200.0,0.9,9,1.0,1.0,18.0,2.9972175328368263e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3203,10.0,1.0,1.127600065064282,18.0,200.0,0.9,9,1.0,1.0,18.0,2.5747392739944407e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.312888268317582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968
3204,10.0,1.0,0.6521732800395955,18.0,200.0,0.9,9,1.0,1.0,18.0,2.9963182553850497e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
3205,10.0,1.0,1.12819786467355,18.0,200.0,0.9,9,1.0,1.0,18.0,5.152923167022982e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72279004823933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.674154124724925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.674154124724925
3206,10.0,1.0,0.13182280399962293,18.0,200.0,0.9,9,1.0,1.0,18.0,2.846213339219063e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.5332170750761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962354858553025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962354858553025
3207,10.0,1.0,1.2580743991519208,18.0,200.0,0.9,9,1.0,1.0,18.0,7.056304411838931e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
3208,10.0,1.0,0.4958603062040014,18.0,200.0,0.9,9,1.0,1.0,18.0,1.9439439330113535e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
3209,10.0,1.0,0.3410958873714052,18.0,200.0,0.9,9,1.0,1.0,18.0,3.624631587148726e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95449967561788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363
3210,10.0,1.0,0.2581040247669773,18.0,200.0,0.9,9,1.0,1.0,18.0,9.547379865434596e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43174951342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909
3211,10.0,1.0,0.026004911065331596,18.0,200.0,0.9,9,1.0,1.0,18.0,12.720330802603627,7.440661605207254,2.160992407810881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.350178085830297,20.62078937313681,47.54456583118338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48296620784779,8.729054777820012,3.7859216264404747,0.0,0.0,0.0,0.0,0.0,0.0,6.624504290217876
3212,10.0,1.0,0.07129576034165337,18.0,200.0,0.9,9,1.0,1.0,18.0,3.525117588938722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86893296054201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.870940035137252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.870940035137252
3213,10.0,1.0,0.5557277912058143,18.0,200.0,0.9,9,1.0,1.0,18.0,9.194962474252047e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
3214,10.0,1.0,0.9046759811946451,18.0,200.0,0.9,9,1.0,1.0,18.0,5.556833440440836e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
3215,10.0,1.0,1.233524037893629,18.0,200.0,0.9,9,1.0,1.0,18.0,1.410026259200361e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
3216,10.0,1.0,0.7996964959482108,18.0,200.0,0.9,9,1.0,1.0,18.0,2.0917706583608354e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
3217,10.0,1.0,0.19002757260975917,18.0,200.0,0.9,9,1.0,1.0,18.0,2.3253709258724866e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.40899551925344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977329538470282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977329538470282
3218,10.0,1.0,1.2518682994003212,18.0,200.0,0.9,9,1.0,1.0,18.0,8.405794435308618e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
3219,10.0,1.0,0.9423920194377876,18.0,200.0,0.9,9,1.0,1.0,18.0,1.2537047354396578e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
3220,10.0,1.0,0.042062953146958335,18.0,200.0,0.9,9,1.0,1.0,18.0,9.460133144712568,0.9202662894251336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.293393647136519,55.39741004656574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.769787932824352,3.249249375533916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.092600185447769
3221,10.0,1.0,1.1424282038266482,18.0,200.0,0.9,9,1.0,1.0,18.0,3.675247001302024e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.60793737835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563
3222,10.0,1.0,0.38933244162249525,18.0,200.0,0.9,9,1.0,1.0,18.0,2.682069843726382e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.77430323546137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2011804794191523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2011804794191523
3223,10.0,1.0,1.2894638200131754,18.0,200.0,0.9,9,1.0,1.0,18.0,2.9118873743083762e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
3224,10.0,1.0,1.0712391231072216,18.0,200.0,0.9,9,1.0,1.0,18.0,7.193548524197337e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.247544498043695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433
3225,10.0,1.0,0.9089391992827074,18.0,200.0,0.9,9,1.0,1.0,18.0,3.6193099948817966e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.297053397652434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695
