Model,K,k,kd,e0,Si,Xopt,nlotes,beta,kr,V,Mbiocat,e0_activity0,e0_activity1,e0_activity2,e0_activity3,e0_activity4,e0_activity5,e0_activity6,e0_activity7,e0_activity8,e0_activity9,Gamma0,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,et_activity0,et_activity1,et_activity2,et_activity3,et_activity4,et_activity5,et_activity6,et_activity7,et_activity8,et_activity9,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,t_reactivacion0,t_reactivacion1,t_reactivacion2,t_reactivacion3,t_reactivacion4,t_reactivacion5,t_reactivacion6,t_reactivacion7,t_reactivacion8,t_reactivacion9,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,Productividad_especifica_global
1505,10.0,1.0,0.4331456586185963,18.0,200.0,0.9,9,0.8759799110783232,0.3545051350514751,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.307477261564236e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.1353459070815624e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1506,10.0,1.0,1.2466567733106713,18.0,200.0,0.9,9,0.8919975771928702,0.2748382837558904,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.409136212078355e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.736445181741039e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
1507,10.0,1.0,0.6007870565903024,18.0,200.0,0.9,9,0.9164295887909356,0.1633195725249017,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5439091211542874e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.3790364180777174e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
1508,10.0,1.0,0.5081799701660478,18.0,200.0,0.9,9,0.9143947588649186,0.1485099159065343,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.857478858201886e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.743461944763394e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1509,10.0,1.0,0.9165816582338865,18.0,200.0,0.9,9,0.9380973444902384,0.3297997916629897,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9294565231760178e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.473021741716832e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
1510,10.0,1.0,0.03759876000354525,18.0,200.0,0.9,9,0.8897956540245201,0.17386364033541624,1.0,1.0,18.0,18.0,14.414689595197226,12.794689595197225,11.174689595197226,0.0,0.0,0.0,0.0,0.0,1.0,0.5759155420205341,0.3767316306426023,0.2867316306426064,0.19673163064260224,0.0,0.0,0.0,0.0,0.0,18.0,10.366479756369614,6.781169351566841,5.161169351566916,3.54116935156684,0.0,0.0,0.0,0.0,0.0,0.0,14.675863177982176,20.056465679067788,24.146196232004943,30.564687914912664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.076827419280551,10.649312807887314,11.312478673178347,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,12.265036667148097,5.973459303386464,5.173081382244878,4.298285071922421,0.0,0.0,0.0,0.0,0.0,5.92681217193954
1511,10.0,1.0,0.13624830896460902,18.0,200.0,0.9,9,0.9165831387951237,0.3236173915489461,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.760370713347709e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.568667284025876e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.9465969144831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951240222687493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951240222687493
1512,10.0,1.0,1.1996573655824716,18.0,200.0,0.9,9,0.9461239718510671,0.2507476488051791,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7508456913656293e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.751522244458133e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.60793737835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563
1513,10.0,1.0,0.4389772010093944,18.0,200.0,0.9,9,0.8762091823219342,0.3591763396794274,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.321179099461143e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.778122379030057e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1514,10.0,1.0,0.3057429798196616,18.0,200.0,0.9,9,0.9277071652846764,0.32113587775882885,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.406789824629933e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.93222168433388e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.05351747483536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428
1515,10.0,1.0,0.34313127977003677,18.0,200.0,0.9,9,0.8927104831151393,0.3219981184808179,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7147419428091391e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0865354970564506e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95449967561788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363
1516,10.0,1.0,0.8552303878294303,18.0,200.0,0.9,9,0.8944368189775506,0.20044955119139263,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.748292342940293e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.146926217292528e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
1517,10.0,1.0,0.312845438852474,18.0,200.0,0.9,9,0.8925246629627934,0.197019596667699,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.275586218659993e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.096055193587987e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.05351747483536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343707243380428
1518,10.0,1.0,0.3169333278395786,18.0,200.0,0.9,9,0.877347756713552,0.3003495935205337,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3567928181733557e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.4422270727120404e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95449967561788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363
1519,10.0,1.0,0.6751325857957811,18.0,200.0,0.9,9,0.8975441692879531,0.26625299586370776,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.908139646416735e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0634651363550123e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
1520,10.0,1.0,0.7692999729268527,18.0,200.0,0.9,9,0.8677261112793112,0.12902208573891336,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.294502260733711e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.73010406932068e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
1521,10.0,1.0,0.7377864873065623,18.0,200.0,0.9,9,0.9259006208941547,0.34595710620625764,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6651140363988393e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.997205265517911e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
1522,10.0,1.0,1.3064230232457155,18.0,200.0,0.9,9,0.9469808859546063,0.1570938557193744,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.992507948243358e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.186514306838044e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.902986488395836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22773013689321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22773013689321
1523,10.0,1.0,1.117940361235249,18.0,200.0,0.9,9,0.8568510053304692,0.19167834799056158,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.716930547863574e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.5690474986154434e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.017839158278456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128
1524,10.0,1.0,0.7671841557814861,18.0,200.0,0.9,9,0.9098460710703739,0.12067398631468192,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.703561739375676e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.466411130876217e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
1525,10.0,1.0,0.6969053847261772,18.0,200.0,0.9,9,0.9063210418960046,0.20889421192953556,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2122514360863156e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.982052584955368e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125
1526,10.0,1.0,0.09205987043014653,18.0,200.0,0.9,9,0.860382375574082,0.21641185606272142,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.145523307902614e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.461941954224706e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.73054501550774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003745233595338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003745233595338
1527,10.0,1.0,1.1360554753330636,18.0,200.0,0.9,9,0.9308441801937033,0.3112487463732787,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1070000562384878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.992600101229278e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.312888268317582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968
1528,10.0,1.0,0.5129801951344837,18.0,200.0,0.9,9,0.9064266693293397,0.34977421971357125,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.558000203411548e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.404400366140786e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1529,10.0,1.0,1.1249482005187144,18.0,200.0,0.9,9,0.9373909178845493,0.3430686260003746,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.013936811877459e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.2625086261379428e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.017839158278456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128
1530,10.0,1.0,0.2757331766391161,18.0,200.0,0.9,9,0.8804370228390281,0.26552084927679753,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.574600966033029e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.1834281738859452e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43174951342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909
1531,10.0,1.0,1.0930467301487377,18.0,200.0,0.9,9,0.8530428002185004,0.3066541909639289,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0403256263013194e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.272586127342375e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4277409382002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55080294810047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55080294810047
1532,10.0,1.0,0.526908745725167,18.0,200.0,0.9,9,0.8702995918611163,0.31777821092822384,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4417473075370734e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.595145153566732e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1533,10.0,1.0,0.13788437985566576,18.0,200.0,0.9,9,0.9218444552254372,0.2982724889163092,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0509971727194644e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.491794910895036e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.1003639878649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947114902873328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947114902873328
1534,10.0,1.0,0.3577860020237703,18.0,200.0,0.9,9,0.9016625489519365,0.3353219839543511,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.391326336415236e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.704387405547424e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95449967561788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797940679698363
1535,10.0,1.0,0.5760922936857242,18.0,200.0,0.9,9,0.9082196612435193,0.16084047059864726,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5295403779568052e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.7531726803222492e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
1536,10.0,1.0,0.7991147993438384,18.0,200.0,0.9,9,0.8744954205212859,0.23116450472571828,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1915302045206386e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.1447543681371495e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
1537,10.0,1.0,0.5717839699497719,18.0,200.0,0.9,9,0.8914358781126999,0.35080839963940835,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9740523145699392e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.5532941662258905e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
1538,10.0,1.0,0.47977897309880724,18.0,200.0,0.9,9,0.8677813408008744,0.28619739653934784,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0645318203559105e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.516157276640639e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1539,10.0,1.0,0.40637611997363166,18.0,200.0,0.9,9,0.8838987519759208,0.16835685045845203,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.579782455609663e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.443608420097393e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1540,10.0,1.0,0.8009999982208487,18.0,200.0,0.9,9,0.9486857287585607,0.15116833988913764,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.098747656393192e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.9777457815077456e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
