Model,K,k,kd,e0,Si,Xopt,nlotes,beta,kr,V,Mbiocat,e0_activity0,e0_activity1,e0_activity2,e0_activity3,e0_activity4,e0_activity5,e0_activity6,e0_activity7,e0_activity8,e0_activity9,Gamma0,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,et_activity0,et_activity1,et_activity2,et_activity3,et_activity4,et_activity5,et_activity6,et_activity7,et_activity8,et_activity9,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,t_reactivacion0,t_reactivacion1,t_reactivacion2,t_reactivacion3,t_reactivacion4,t_reactivacion5,t_reactivacion6,t_reactivacion7,t_reactivacion8,t_reactivacion9,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,Productividad_especifica_global
1883,10.0,1.0,0.659564806056584,18.0,200.0,0.9,9,0.9069665127809328,0.3304131443598972,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1925754352717255e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.146635783489106e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
1884,10.0,1.0,0.8242396572480645,18.0,200.0,0.9,9,0.9127026889433574,0.3270051998055902,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.076955960310889e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.27385207285596e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
1885,10.0,1.0,1.266925339317903,18.0,200.0,0.9,9,0.891211708289204,0.3221672233003282,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.054315990707604e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.497768783273687e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
1886,10.0,1.0,0.05222548741294993,18.0,200.0,0.9,9,0.9044547542604261,0.16944824996583602,1.0,1.0,18.0,18.0,14.652167019018902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4109375543197225,0.22494683315410258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.3968759777550055,4.049042996773847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0283525543616,24.626054279564634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.901106700873749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.570605666365255,4.927839864050659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.721996975457525
1887,10.0,1.0,1.2262034676758276,18.0,200.0,0.9,9,0.9234705982853582,0.10037761257844996,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.62951109391471e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.7333119969046477e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
1888,10.0,1.0,0.7882367188178878,18.0,200.0,0.9,9,0.9435663512752916,0.26474475115128054,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9022124053965412e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.423982329713774e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.00200428761331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185851403485601
1889,10.0,1.0,0.5760850895505395,18.0,200.0,0.9,9,0.9164050751511978,0.3366627874932565,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5301930178055834e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.7543474320500502e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
1890,10.0,1.0,1.0523680413929732,18.0,200.0,0.9,9,0.8691418506720792,0.1901086795352584,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.772230692438097e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.3990015246388575e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.247544498043695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106738712252433
1891,10.0,1.0,0.1742631360796027,18.0,200.0,0.9,9,0.8780453321455505,0.1674697929022658,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.19005125465872e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.542092258385695e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.55090286811335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1005747864635826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1005747864635826
1892,10.0,1.0,0.597684663466484,18.0,200.0,0.9,9,0.8878680610110948,0.34272307779199945,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.258603595515546e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.665486471927983e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597813
1893,10.0,1.0,0.04359335770754918,18.0,200.0,0.9,9,0.9246775059930373,0.14622082181510518,1.0,1.0,18.0,18.0,14.979775597087205,13.359775597087204,11.739775597087204,0.0,0.0,0.0,0.0,0.0,1.0,0.5083011920295305,0.3405109474232673,0.2505109474232641,0.16051094742326455,0.0,0.0,0.0,0.0,0.0,18.0,9.149421456531549,6.129197053618812,4.509197053618753,2.889197053618762,0.0,0.0,0.0,0.0,0.0,0.0,15.522573735698794,20.499390039983076,24.915017509230047,32.1609563051395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.606454954602777,13.27110726620055,14.034990745227338,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,11.596015136719,5.437106348725951,4.713754041777345,3.8964457164120554,0.0,0.0,0.0,0.0,0.0,5.413106868412171
1894,10.0,1.0,0.06803695580286041,18.0,200.0,0.9,9,0.9301948601213742,0.1950814202416174,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23259661963564282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.186739153441571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.436137974483948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.397034960973809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.397034960973809
1895,10.0,1.0,0.5471851455073309,18.0,200.0,0.9,9,0.9035403560535573,0.29305944278497437,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.47168435199937e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.5249031833598865e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
1896,10.0,1.0,0.2178933891700911,18.0,200.0,0.9,9,0.9206998113273154,0.32194767007086716,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6380547865695684e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.748498615825223e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0603627327351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1683732064961132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1683732064961132
1897,10.0,1.0,1.2026221596703675,18.0,200.0,0.9,9,0.9384378093422097,0.23409762478223714,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.435628555624973e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.184131400124951e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.60793737835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079450847919563
1898,10.0,1.0,0.5198579141684083,18.0,200.0,0.9,9,0.9110770013275167,0.18804152317080935,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2776423803271884e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.099756284588939e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8554818764004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775401474050235
1899,10.0,1.0,0.1383803885667575,18.0,200.0,0.9,9,0.8927139079895852,0.20255021972717124,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6657558528480274e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.79836053512645e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.1470816048348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694586251503601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694586251503601
1900,10.0,1.0,0.6813273470289669,18.0,200.0,0.9,9,0.8851870960042821,0.2271193513005752,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.467561994717385e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.041611590491294e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125
1901,10.0,1.0,0.20114772496495306,18.0,200.0,0.9,9,0.9401243846704641,0.13823405682730827,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.588513892343763e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.5459325006218774e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.91220119789514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787278866088635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787278866088635
1902,10.0,1.0,0.9374841454755121,18.0,200.0,0.9,9,0.88673141048685,0.30145429155200515,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.454093407346536e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.5217368133223764e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47724983780894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559588135939673
1903,10.0,1.0,0.5719392384064822,18.0,200.0,0.9,9,0.9494386412868989,0.3501912312964426,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9559853562060564e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.520773641170902e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21587475671341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0397254239597817
1904,10.0,1.0,1.1305277405888676,18.0,200.0,0.9,9,0.9043177802379264,0.2397413955864791,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3089369381913519e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.3560864887444334e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.312888268317582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938068270060968
1905,10.0,1.0,1.21361479454142,18.0,200.0,0.9,9,0.8895709799227358,0.10971432012094298,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.373309081786927e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.4719563472164684e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
1906,10.0,1.0,0.2706373023033496,18.0,200.0,0.9,9,0.9076374021222257,0.27784497146936404,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2021866495395505e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.1639359691711907e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43174951342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909
1907,10.0,1.0,0.2660280579187784,18.0,200.0,0.9,9,0.8622612973713086,0.18679937592475987,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0751282996679488e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.7352309394023077e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43174951342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198627119798909
1908,10.0,1.0,0.871962160852414,18.0,200.0,0.9,9,0.8606326215054123,0.2744516963550892,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.218104532837412e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.479258815910734e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989639618947213
1909,10.0,1.0,1.1161944232607146,18.0,200.0,0.9,9,0.8860830404579934,0.10604430154400556,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.202014227252854e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.6563625609055137e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.017839158278456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803112173014128
1910,10.0,1.0,1.2091686224585565,18.0,200.0,0.9,9,0.8801692043113171,0.1331430553075018,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5567441147851884e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.8021394066133392e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198035598434963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38342339031554
1911,10.0,1.0,0.6867406842203477,18.0,200.0,0.9,9,0.8811251478985491,0.16600769947760347,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4994649488576054e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.299036907943689e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125
1912,10.0,1.0,0.8831254298958331,18.0,200.0,0.9,9,0.8638330053702237,0.2505695801346488,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.991507894582525e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0784714210248545e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.297053397652434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255615593543695
1913,10.0,1.0,0.17337359660810805,18.0,200.0,0.9,9,0.8705708551466581,0.12891258079095377,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6348593287482043e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.942746791746768e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81853074368757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0599549955574614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0599549955574614
1914,10.0,1.0,0.21819588914647228,18.0,200.0,0.9,9,0.8924311025366648,0.178866024011881,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3878787101839126e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.298181678331043e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.30341572315027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1665328285600256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1665328285600256
1915,10.0,1.0,0.6530161257960936,18.0,200.0,0.9,9,0.8599283646549246,0.3181640157634929,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6025098724389845e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.884517770390172e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11685695749594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9896396189472125
1916,10.0,1.0,0.05693195236730088,18.0,200.0,0.9,9,0.9402631080448587,0.20591554582844834,1.0,1.0,18.0,18.0,15.23226235032671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3578523291958834,0.20408912643625718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.441341925525901,3.6736042758526293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.050230551166045,24.981444878466874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.993863383598843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.972171795244577,5.146487877999014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.789181365379491
1917,10.0,1.0,0.09125357692816426,18.0,200.0,0.9,9,0.8572076481195725,0.25467446493423934,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2711894166641405e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.688140949995453e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.8145968502643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641393115728912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641393115728912
